"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",21,16,14,14,18,5,7,6,13,9,14,18,3,9,6
"2",11,8,19,9,12,9,14,4,18,6,17,3,16,16,8
"3",12,15,9,3,16,19,9,20,16,4,20,6,9,7,18
"4",13,1,22,7,20,20,20,3,6,13,9,13,4,12,16
"5",10,21,6,8,10,13,6,11,4,15,2,2,2,5,9
"6",15,19,20,16,5,10,17,18,9,22,18,15,8,4,11
"7",1,12,1,6,22,11,1,9,8,1,19,22,12,22,10
"8",8,6,8,15,17,6,13,16,2,5,4,16,7,19,14
"9",6,4,5,13,7,16,18,10,12,8,15,19,19,6,20
"10",14,22,4,20,13,8,2,22,19,12,8,20,17,13,15
"11",2,3,15,18,6,18,4,19,7,10,11,4,10,15,7
"12",16,10,21,12,2,1,3,13,11,2,3,7,22,10,17
"13",18,7,17,2,9,14,5,12,20,20,12,17,5,21,21
"14",3,18,16,11,21,4,15,15,22,14,10,1,14,2,22
"15",22,2,11,1,3,7,10,1,1,11,22,10,18,1,12
"16",19,14,7,19,11,2,21,7,5,17,16,5,11,17,19
"17",17,5,2,17,19,17,12,8,17,21,5,8,13,3,5
"18",20,20,13,5,14,15,19,17,10,7,7,9,20,20,3
"19",7,9,3,4,1,3,16,21,15,16,13,11,1,14,4
"20",9,11,18,22,15,22,11,14,3,18,21,21,21,11,2
"21",4,13,12,21,8,12,22,2,21,3,1,12,6,8,1
"22",5,17,10,10,4,21,8,5,14,19,6,14,15,18,13
