"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",17,8,16,8,10,9,4,8,17,17,7,5,8,17,17,20,20,18
"2",8,19,14,2,8,19,13,2,1,10,3,18,9,14,1,10,22,14
"3",9,10,15,6,21,20,20,20,13,4,19,4,7,6,13,5,14,17
"4",21,22,11,12,1,21,2,11,18,13,12,22,22,1,11,9,13,22
"5",1,9,8,17,17,3,12,14,21,11,4,17,11,7,18,2,2,19
"6",6,5,19,13,4,10,8,4,16,5,6,9,14,4,2,4,11,4
"7",10,21,17,20,14,6,11,18,9,9,9,1,21,20,19,7,17,6
"8",15,4,5,10,15,17,6,19,2,8,8,6,20,9,4,15,4,15
"9",13,20,21,11,5,11,10,21,22,20,21,15,3,8,21,14,8,13
"10",19,14,20,4,18,7,15,6,8,7,13,19,16,3,14,19,6,12
"11",22,1,12,1,12,1,22,22,15,22,5,11,13,22,9,11,7,9
"12",5,2,3,5,16,16,7,7,12,12,17,21,6,19,20,12,9,2
"13",11,12,22,22,13,22,1,10,11,1,1,12,1,11,10,22,1,1
"14",20,16,6,18,9,12,16,9,20,3,15,3,5,18,3,6,5,11
"15",3,17,2,7,7,4,9,17,14,2,14,13,15,15,7,18,16,20
"16",12,11,4,9,11,8,19,16,4,19,10,20,4,2,6,1,19,3
"17",16,18,7,16,20,2,5,3,10,14,20,8,10,5,8,13,21,7
"18",2,15,13,3,6,13,3,13,5,18,18,7,18,12,15,3,3,8
"19",14,13,1,14,22,14,18,5,7,21,2,10,17,16,22,8,12,21
"20",7,6,18,19,19,15,21,12,19,16,16,16,19,13,5,16,18,10
"21",18,7,9,15,3,18,14,15,3,6,22,14,12,21,16,21,15,5
"22",4,3,10,21,2,5,17,1,6,15,11,2,2,10,12,17,10,16
