"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",20,19,2,15,9,3,15,7,12,21,7,18,18
"2",4,4,9,1,1,14,10,1,22,19,12,15,19
"3",13,5,16,12,21,9,20,8,4,17,3,9,21
"4",2,11,7,20,11,17,16,6,16,12,2,8,5
"5",7,18,12,11,4,6,8,4,8,15,20,10,8
"6",3,21,17,2,10,2,19,16,5,8,11,13,2
"7",22,12,19,7,3,12,13,21,1,13,1,21,11
"8",8,16,21,18,2,15,21,9,11,3,13,2,13
"9",15,7,8,13,6,19,17,15,7,9,18,16,15
"10",21,8,10,22,19,1,5,2,6,10,10,3,12
"11",19,2,22,17,8,7,12,14,21,16,17,5,3
"12",14,15,4,3,5,8,4,13,18,7,4,7,14
"13",6,3,3,16,17,10,11,19,9,5,6,14,9
"14",18,14,11,6,20,11,18,5,19,4,16,17,6
"15",10,6,6,5,13,4,22,20,15,22,21,1,10
"16",12,17,5,19,22,16,3,17,3,18,14,19,4
"17",5,10,18,14,16,5,2,12,17,11,15,20,17
"18",17,22,15,21,12,13,6,22,14,6,22,11,20
"19",16,9,20,4,14,18,7,10,10,20,9,12,7
"20",9,20,13,9,18,20,14,18,20,14,8,4,16
"21",11,1,14,10,7,21,1,3,13,2,5,22,1
"22",1,13,1,8,15,22,9,11,2,1,19,6,22
