"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",21,11,22,2,5,20,22,15,12,10,22,14,15,3,1,11
"2",18,16,16,10,8,10,7,3,20,13,7,20,20,4,16,16
"3",12,2,18,8,20,16,8,9,8,21,20,9,3,5,11,18
"4",10,8,2,6,13,3,19,4,15,6,14,3,16,7,9,19
"5",16,6,19,18,7,6,14,17,4,19,13,4,14,14,20,15
"6",11,21,20,17,18,14,20,5,17,17,12,21,8,12,3,7
"7",3,3,15,13,2,7,16,10,14,3,19,19,21,16,12,5
"8",22,15,5,15,12,2,11,6,13,16,21,8,2,20,18,8
"9",13,9,17,3,14,1,1,22,3,11,8,22,1,17,10,4
"10",15,22,10,5,1,21,10,2,1,5,16,11,11,11,21,1
"11",7,12,12,20,21,4,5,16,21,7,18,16,7,8,22,13
"12",14,17,7,14,16,17,13,19,7,8,17,18,18,19,6,17
"13",2,5,9,1,15,9,12,1,22,22,1,12,13,18,2,14
"14",17,1,4,19,19,12,15,21,16,9,5,10,12,2,15,3
"15",5,10,11,21,10,13,3,7,6,14,15,6,19,1,4,2
"16",4,19,3,9,6,5,9,18,9,20,9,15,10,6,7,6
"17",19,4,8,11,9,18,6,14,19,4,10,2,5,13,5,9
"18",9,7,1,16,4,19,2,8,10,12,2,17,9,15,17,20
"19",6,14,13,4,3,15,17,20,18,15,11,7,6,22,13,21
"20",8,20,21,7,17,11,4,13,11,2,4,5,17,21,19,10
"21",20,18,14,22,11,8,18,11,5,1,3,13,4,9,8,22
"22",1,13,6,12,22,22,21,12,2,18,6,1,22,10,14,12
