"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",14,4,17,2,6,16,12,11,8,20,9
"2",1,5,9,21,18,14,6,8,9,2,22
"3",10,15,14,5,15,5,9,14,10,15,20
"4",20,19,18,20,11,4,4,10,16,10,10
"5",16,11,20,17,13,10,15,18,4,1,16
"6",2,17,21,12,19,20,22,13,14,21,13
"7",22,13,2,3,4,2,2,4,1,22,18
"8",18,14,4,15,7,19,8,15,11,5,4
"9",11,6,1,22,12,8,20,12,22,16,2
"10",7,21,5,18,14,18,11,2,3,17,11
"11",21,9,12,7,16,21,18,7,5,11,5
"12",19,2,13,14,8,12,21,1,13,14,19
"13",12,22,22,9,1,13,5,21,6,13,1
"14",8,18,7,10,5,7,19,9,7,6,14
"15",3,10,11,19,3,3,16,20,12,18,7
"16",9,7,19,16,2,22,10,6,20,8,17
"17",13,1,3,8,17,1,13,22,15,4,12
"18",5,8,6,6,10,15,3,17,17,12,15
"19",6,3,15,13,21,6,1,16,2,7,6
"20",4,16,16,4,9,11,14,3,18,3,3
"21",15,12,8,11,20,9,7,5,19,19,8
"22",17,20,10,1,22,17,17,19,21,9,21
