"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",17,1,10,17,2,12,1,9,11,16,9,6,11,12
"2",7,9,17,9,5,15,12,1,16,15,12,13,3,7
"3",2,11,12,14,16,2,2,3,14,4,6,8,7,9
"4",1,13,9,5,14,13,17,10,6,17,7,7,13,3
"5",14,10,7,7,8,14,3,6,2,6,3,2,2,5
"6",11,16,1,10,13,8,7,17,17,13,14,1,9,8
"7",16,5,4,3,15,10,11,5,13,2,10,15,12,6
"8",8,15,5,15,10,17,9,7,10,9,1,17,17,16
"9",6,12,11,13,3,11,6,15,4,1,13,14,10,2
"10",15,8,16,12,17,9,14,16,1,11,5,12,8,14
"11",10,4,15,8,7,3,10,13,15,8,2,5,16,1
"12",12,17,8,6,1,5,16,11,12,3,8,9,4,17
"13",4,7,2,11,4,7,13,2,3,7,11,3,14,13
"14",3,6,3,4,6,6,4,14,8,14,4,16,5,10
"15",5,3,13,1,12,16,8,12,9,5,15,4,6,15
"16",9,2,6,16,11,1,15,8,7,10,17,10,1,4
"17",13,14,14,2,9,4,5,4,5,12,16,11,15,11
