"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4,8,1,12,3,7,15,2,11,6,6,1,5,15,6,9
"2",11,17,4,16,4,8,6,8,7,15,7,15,14,14,15,13
"3",17,3,7,14,5,12,16,17,16,9,15,8,10,8,11,16
"4",15,11,9,10,13,6,12,11,2,3,17,10,2,16,17,6
"5",13,15,6,8,14,15,11,6,6,4,10,2,15,5,3,14
"6",16,6,17,15,8,13,1,4,3,12,8,7,7,10,5,2
"7",12,9,10,6,17,9,17,1,12,10,1,17,13,7,12,1
"8",3,13,16,11,10,4,2,3,15,2,11,11,9,6,13,15
"9",14,14,5,3,7,5,3,14,13,11,4,4,1,4,9,7
"10",8,5,14,5,2,3,13,7,5,14,13,3,12,3,14,8
"11",2,12,15,1,12,10,14,16,4,13,5,9,8,13,7,17
"12",9,16,13,4,1,16,9,9,17,7,14,14,6,12,2,5
"13",6,4,2,2,15,14,5,5,9,17,16,12,3,9,10,11
"14",1,7,3,9,6,11,7,15,1,1,9,16,11,2,8,3
"15",5,10,8,13,16,2,8,13,14,16,12,6,17,11,4,4
"16",10,1,11,17,11,1,10,10,8,8,2,13,4,1,1,12
"17",7,2,12,7,9,17,4,12,10,5,3,5,16,17,16,10
