"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",15,2,10,15,13,12,11,5,10,11,3,17,5
"2",12,16,5,8,16,14,12,13,13,17,11,8,15
"3",9,11,2,3,10,16,14,3,2,7,4,5,6
"4",11,12,15,7,14,6,1,1,15,6,10,10,2
"5",1,9,17,13,8,17,17,8,17,8,12,13,11
"6",17,10,1,14,7,2,7,17,16,10,8,6,7
"7",3,1,7,2,12,1,9,4,11,9,16,7,14
"8",7,17,8,5,1,3,10,10,12,2,2,16,9
"9",8,8,16,12,15,4,8,9,3,15,1,1,12
"10",5,4,12,4,4,13,5,12,14,14,7,4,4
"11",2,5,3,9,17,11,3,15,4,3,9,14,8
"12",16,13,13,1,9,10,6,11,1,12,17,15,10
"13",4,14,6,16,5,9,4,2,7,13,6,11,17
"14",14,7,9,11,2,15,2,6,9,1,13,2,13
"15",13,3,14,6,6,7,16,16,6,5,5,9,16
"16",6,15,11,17,11,8,13,14,8,4,15,3,3
"17",10,6,4,10,3,5,15,7,5,16,14,12,1
