"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",8,9,12,13,6,11,17,17,17,15,12
"2",2,2,14,14,7,7,12,8,3,7,16
"3",14,1,10,2,8,12,1,13,7,2,9
"4",4,7,15,7,11,2,2,5,16,13,8
"5",6,15,8,12,1,5,7,1,9,1,11
"6",10,3,5,3,5,4,15,3,13,9,4
"7",5,6,2,8,2,17,10,14,5,12,6
"8",13,16,16,4,3,16,8,9,12,10,15
"9",9,11,3,5,13,3,4,16,2,8,14
"10",7,12,13,6,14,14,16,4,4,4,5
"11",1,14,7,1,17,8,11,11,10,17,10
"12",12,5,17,11,16,6,9,15,11,5,2
"13",3,13,4,16,9,13,3,10,14,6,3
"14",11,4,6,15,15,15,6,2,8,14,13
"15",17,8,1,9,12,10,13,7,15,3,17
"16",16,10,11,10,4,9,5,6,1,16,1
"17",15,17,9,17,10,1,14,12,6,11,7
