"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,2,3,14,2,9,5,13,6,14
"2",16,13,14,10,5,13,1,10,16,8
"3",8,12,6,2,13,10,2,14,4,3
"4",5,3,17,4,7,2,4,8,7,7
"5",3,1,12,11,15,14,11,12,11,4
"6",2,10,8,16,17,7,3,7,14,12
"7",15,9,15,15,10,5,14,16,9,1
"8",14,15,1,5,16,15,13,9,8,11
"9",9,6,7,17,6,16,16,6,3,6
"10",6,14,16,13,11,12,10,3,5,16
"11",1,16,9,9,4,4,12,15,2,10
"12",17,4,11,7,14,6,8,1,1,9
"13",7,5,5,8,12,3,15,11,17,15
"14",11,11,13,1,1,8,17,5,10,13
"15",12,17,4,12,9,1,6,4,12,5
"16",10,7,10,3,8,17,7,17,13,17
"17",4,8,2,6,3,11,9,2,15,2
