"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",16,11,12,14,1,7,15,8,5
"2",8,2,7,10,15,15,17,10,3
"3",10,15,8,16,9,3,6,16,2
"4",1,10,11,15,11,17,2,6,10
"5",6,3,3,17,5,9,11,4,13
"6",13,14,1,8,14,2,13,7,11
"7",7,5,15,9,2,1,5,9,16
"8",4,13,2,7,3,12,4,11,4
"9",17,9,4,13,13,13,8,12,17
"10",2,8,5,3,8,4,14,2,6
"11",12,17,17,11,6,14,9,1,8
"12",3,6,16,12,16,5,10,15,7
"13",9,12,9,1,17,8,3,3,14
"14",11,7,10,2,4,16,12,17,12
"15",5,16,13,5,10,10,16,13,15
"16",14,4,14,4,12,11,7,5,1
"17",15,1,6,6,7,6,1,14,9
