"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,1,4,3,1,2,1,2,3,2,3,1
"2",2,2,4,2,1,4,2,3,3,4,1,4
"3",4,3,3,4,3,4,3,1,3,1,1,3
"4",4,2,3,1,3,4,2,4,1,3,4,2
"5",3,4,3,1,2,2,4,3,4,2,4,4
"6",3,1,2,4,2,2,4,3,1,3,1,1
"7",1,2,1,4,2,3,2,3,4,1,4,2
"8",2,4,1,2,2,4,4,1,2,2,3,1
"9",3,4,2,2,4,3,1,2,4,4,2,1
"10",2,2,2,4,3,1,1,1,2,3,4,4
"11",1,1,3,1,3,1,3,1,4,3,2,2
"12",1,3,4,3,4,3,4,2,1,4,3,3
"13",2,4,4,3,4,1,2,4,2,2,1,2
"14",1,3,2,1,1,2,1,2,1,1,2,3
"15",4,3,1,3,1,1,3,4,3,4,3,3
"16",3,1,1,2,4,3,3,4,2,1,2,4
