"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,2,1,2,1,3,3,3,1,2,3,4,4,4
"2",2,2,3,4,1,2,1,2,4,2,1,2,4,4
"3",1,4,2,3,2,4,3,4,3,4,3,1,4,3
"4",1,1,1,1,2,1,2,4,3,1,2,3,2,2
"5",1,3,4,4,2,3,4,2,2,1,3,4,2,1
"6",3,2,4,1,1,4,2,1,3,3,4,2,1,3
"7",2,4,3,1,4,1,4,3,3,2,4,3,3,4
"8",4,3,4,2,3,2,1,4,2,1,4,1,3,2
"9",2,4,1,4,4,4,2,3,1,2,2,2,1,2
"10",4,2,2,3,4,3,4,1,4,1,2,1,2,3
"11",1,3,2,1,3,3,1,1,1,3,1,4,3,3
"12",4,4,2,3,2,1,1,2,4,3,3,3,1,1
"13",3,1,3,2,4,4,2,3,4,4,2,4,3,1
"14",3,3,3,2,1,1,4,2,1,4,1,1,2,2
"15",3,1,4,4,3,2,3,4,2,3,1,3,1,4
"16",2,1,1,3,3,2,3,1,2,4,4,2,4,1
