"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",21,20,7,4,20,20,21,22,18,13,5,20,23,13,14,7,16
"2",16,18,17,14,6,23,11,24,22,8,14,11,7,2,24,19,19
"3",22,8,20,18,12,21,4,21,9,2,21,17,11,16,9,12,8
"4",24,1,6,5,1,6,20,11,7,7,23,14,1,8,25,15,12
"5",18,10,3,11,11,11,16,19,2,22,6,7,9,4,19,8,6
"6",15,4,4,22,10,3,13,4,23,11,20,19,13,23,15,4,18
"7",19,17,22,23,22,5,9,12,3,12,10,22,5,12,16,23,4
"8",11,22,8,21,4,17,2,14,5,9,17,9,21,7,11,5,3
"9",3,25,19,19,24,8,17,17,14,18,19,16,16,6,20,11,22
"10",25,12,1,12,3,12,1,16,21,20,13,23,15,14,3,24,23
"11",10,6,9,9,21,9,5,18,11,4,9,10,19,22,21,22,17
"12",1,16,11,8,17,1,14,25,4,1,15,2,12,11,6,2,25
"13",17,11,16,2,25,15,10,3,1,14,22,8,25,18,2,13,20
"14",20,24,23,13,5,7,12,8,16,6,4,3,18,20,5,9,11
"15",7,5,5,17,23,24,7,10,19,17,11,4,4,9,7,10,14
"16",2,3,18,1,2,13,8,23,15,16,1,13,6,24,13,1,2
"17",23,15,10,25,13,25,25,1,12,19,12,1,17,25,23,14,1
"18",9,21,14,3,9,4,3,2,10,21,7,18,10,5,8,17,15
"19",6,13,15,16,7,16,23,7,8,5,8,24,3,17,18,6,21
"20",13,23,13,20,16,10,24,20,25,24,25,6,2,19,10,25,13
"21",12,14,24,7,19,18,6,9,17,25,24,25,14,1,22,3,10
"22",4,7,12,24,15,14,15,13,24,3,3,21,24,3,1,16,9
"23",5,19,2,10,18,19,18,6,13,10,18,15,8,21,4,20,5
"24",14,2,25,15,14,22,19,5,6,23,2,12,20,10,12,21,24
"25",8,9,21,6,8,2,22,15,20,15,16,5,22,15,17,18,7
