"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",1,1,1,25,13,13,12,6,25,13,25,12,24,14,1,1,24,15,25,13,13,25,13
"2",15,17,19,20,16,21,20,10,10,19,7,8,11,19,20,6,18,5,23,4,5,23,8
"3",19,20,10,8,24,18,18,22,20,20,17,16,18,22,4,19,23,11,16,7,17,18,23
"4",16,11,14,18,18,7,23,14,21,18,23,3,2,15,22,23,20,19,5,21,18,6,16
"5",5,4,20,10,20,10,19,23,7,11,12,9,20,20,10,4,11,24,6,20,22,17,4
"6",12,10,24,24,11,24,2,1,11,17,21,25,13,25,9,13,13,25,19,24,16,12,25
"7",4,24,12,22,10,4,14,15,3,24,6,13,3,17,7,8,7,1,15,11,21,5,22
"8",13,21,5,2,17,8,22,4,14,12,2,19,9,6,6,10,8,22,3,2,14,21,17
"9",3,12,9,3,22,22,13,5,8,25,15,2,17,3,12,14,21,2,4,16,2,8,14
"10",7,7,8,21,8,3,21,20,16,4,14,20,15,4,18,16,17,9,22,18,24,22,18
"11",20,19,3,16,6,16,3,13,24,10,8,17,12,1,11,5,22,3,7,22,20,10,6
"12",23,13,11,13,15,25,25,8,1,1,1,18,23,24,25,12,1,16,13,15,25,13,11
"13",10,9,16,17,5,17,15,2,5,6,20,5,7,10,3,20,2,6,8,6,19,20,10
"14",2,16,21,12,1,20,8,11,15,14,10,14,25,8,19,22,12,14,1,1,23,1,24
"15",14,15,2,5,19,2,9,17,6,8,22,21,22,16,16,24,10,4,20,5,15,9,7
"16",21,6,6,14,25,11,16,12,9,15,11,24,5,11,2,15,6,12,24,23,4,2,1
"17",8,5,15,9,23,12,6,3,19,7,5,22,6,23,21,3,16,8,10,10,10,7,20
"18",11,22,18,19,12,9,7,24,23,22,19,23,19,9,23,11,4,10,2,12,3,14,5
"19",17,3,4,15,9,23,11,19,18,2,18,7,16,18,13,7,5,21,9,3,6,3,19
"20",24,18,22,23,21,1,10,9,17,3,16,10,1,2,8,17,15,18,11,9,9,16,3
"21",18,8,17,11,3,6,4,21,4,16,4,4,21,5,5,9,19,17,21,8,8,11,15
"22",22,2,23,4,2,19,24,18,13,23,24,15,4,7,15,2,9,7,14,17,11,15,12
"23",6,14,7,7,4,5,5,7,22,21,9,11,8,21,14,21,3,20,18,19,7,19,9
"24",9,23,25,6,7,15,17,16,12,5,3,1,14,12,24,18,25,23,17,14,12,4,2
"25",25,25,13,1,14,14,1,25,2,9,13,6,10,13,17,25,14,13,12,25,1,24,21
