"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",14,21,13,24,22,12,21,17,5,17,23,20,23,5,9
"2",7,16,23,3,1,1,18,23,17,22,15,25,18,14,10
"3",20,6,24,13,6,22,6,7,23,16,22,2,21,4,13
"4",2,18,2,18,14,23,19,6,7,8,18,9,20,15,3
"5",21,13,5,14,5,18,24,22,8,15,3,18,15,23,15
"6",5,3,16,9,19,19,22,19,16,5,9,8,17,6,17
"7",6,10,6,5,17,17,3,8,10,20,19,21,6,8,14
"8",4,25,25,12,11,6,12,15,9,1,24,15,7,25,16
"9",8,7,4,17,21,5,9,14,21,12,7,23,22,18,19
"10",16,5,14,16,2,24,14,13,6,3,8,24,5,9,6
"11",25,24,8,11,20,25,11,24,1,19,13,1,1,13,20
"12",10,15,21,4,10,15,13,11,4,11,2,5,25,10,22
"13",11,8,22,15,23,10,23,3,11,18,11,4,4,22,2
"14",24,2,9,6,12,14,15,12,19,25,14,14,24,24,4
"15",1,1,19,25,13,13,1,25,25,13,1,19,9,12,1
"16",13,12,11,1,25,21,17,1,24,4,25,16,12,20,23
"17",15,4,3,20,9,9,16,20,14,21,21,7,10,11,24
"18",19,22,15,10,8,11,2,4,12,6,12,22,19,16,25
"19",22,17,1,2,24,8,4,16,13,2,4,3,13,2,5
"20",17,9,17,7,16,3,7,21,3,10,20,10,14,19,7
"21",3,11,12,22,3,7,8,2,2,24,10,12,16,1,18
"22",18,20,20,21,18,20,10,9,15,23,5,13,11,17,11
"23",12,23,7,8,7,4,20,5,22,14,6,11,8,7,8
"24",9,19,10,23,4,16,5,18,20,7,16,6,3,21,12
"25",23,14,18,19,15,2,25,10,18,9,17,17,2,3,21
