"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",7,24,6,8,2,14,1,2,14,11,5,16,10,17,19,5,23,21,10,5,12,4
"2",3,2,3,3,20,5,2,23,13,23,9,23,20,12,8,20,6,11,13,10,9,11
"3",9,3,12,7,14,1,17,17,6,14,19,15,2,7,5,9,21,24,3,11,5,25
"4",15,8,4,20,6,19,19,22,7,17,4,14,18,9,20,6,5,18,20,17,20,22
"5",4,18,20,19,4,4,22,7,20,19,18,17,21,5,15,8,17,5,19,14,8,8
"6",23,23,11,24,16,20,15,21,18,25,20,11,14,11,21,22,22,14,9,21,4,7
"7",24,15,18,14,13,10,24,24,25,15,2,3,23,14,1,14,25,25,14,1,15,13
"8",25,1,14,25,1,15,13,13,9,10,10,2,25,25,11,10,13,12,25,9,1,1
"9",10,5,5,17,22,7,21,20,24,9,14,8,6,16,13,4,12,3,8,24,24,6
"10",18,10,10,6,18,21,5,9,16,4,3,4,19,6,9,7,19,4,2,16,17,9
"11",21,7,17,11,3,9,3,19,17,3,21,21,9,10,23,15,15,8,16,8,23,24
"12",17,17,2,18,23,23,11,11,10,21,23,18,3,18,6,12,24,9,21,6,21,12
"13",14,4,15,16,24,22,7,6,23,12,17,19,22,23,22,16,2,22,6,15,10,17
"14",19,9,21,4,8,11,20,4,8,24,22,24,15,19,12,13,9,19,4,25,16,5
"15",13,14,25,9,17,12,6,25,2,16,13,25,11,24,18,1,20,6,24,19,3,15
"16",2,13,9,22,19,13,25,1,3,1,25,1,4,1,24,11,8,13,12,13,13,16
"17",11,6,24,1,12,24,23,10,19,5,1,12,5,15,16,23,11,16,23,7,6,14
"18",5,22,13,5,10,16,10,18,21,6,24,13,24,20,4,2,7,10,18,23,14,20
"19",6,11,16,23,15,3,9,5,15,20,7,5,7,21,10,21,18,20,17,20,22,23
"20",8,25,19,12,25,25,18,14,1,8,8,22,13,3,2,18,14,15,15,18,19,3
"21",22,21,23,2,21,2,12,12,12,13,16,6,16,4,17,3,3,17,11,4,25,18
"22",20,19,7,15,7,8,4,8,4,7,15,9,8,8,7,19,4,23,22,22,7,10
"23",12,12,1,10,5,18,14,3,22,22,12,7,12,2,3,17,10,7,7,2,2,21
"24",16,20,8,21,11,6,16,15,5,2,6,20,17,22,14,24,16,2,5,3,11,19
"25",1,16,22,13,9,17,8,16,11,18,11,10,1,13,25,25,1,1,1,12,18,2
