"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",25,25,1,1,14,1,1,13,20,25,1,13,1
"2",1,12,11,7,24,25,25,23,16,1,19,19,24
"3",14,23,19,10,11,10,4,16,11,5,21,12,21
"4",9,11,3,4,16,5,7,21,7,16,18,7,10
"5",20,5,15,16,17,3,10,2,22,2,15,6,20
"6",15,6,18,11,2,4,21,20,10,21,7,25,4
"7",18,14,6,6,7,6,15,10,25,7,24,24,13
"8",2,10,16,19,10,8,2,4,15,15,5,20,12
"9",7,7,13,24,19,12,13,17,19,11,23,16,2
"10",17,9,23,2,25,13,14,5,4,12,4,10,25
"11",8,16,12,12,18,19,9,9,8,23,2,23,19
"12",13,13,22,21,3,24,8,8,18,24,20,9,9
"13",21,15,8,20,13,15,18,22,13,4,3,8,8
"14",10,24,2,25,1,14,20,1,12,10,17,22,18
"15",22,3,20,5,15,20,19,11,14,18,16,17,15
"16",24,17,14,13,8,22,24,3,6,13,22,4,3
"17",16,2,5,23,23,23,3,15,9,8,8,1,14
"18",5,21,17,3,5,21,12,19,21,9,6,5,16
"19",3,1,25,17,12,11,16,25,1,22,25,2,17
"20",4,4,7,9,4,16,6,7,2,3,13,15,5
"21",6,18,21,18,20,2,22,12,5,6,10,14,11
"22",19,20,24,14,21,17,5,24,24,14,14,21,6
"23",12,22,9,8,22,9,17,6,17,20,11,3,7
"24",23,19,10,22,6,7,11,18,3,19,12,18,23
"25",11,8,4,15,9,18,23,14,23,17,9,11,22
