"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,24,4,18,6,14,18,3,14,23,7,10,14,8,20,18,16,1
"2",1,13,23,10,2,4,14,5,7,14,21,22,15,1,10,3,7,7
"3",11,16,5,22,4,2,6,18,16,6,18,14,6,6,18,10,3,22
"4",17,20,22,15,1,20,2,24,12,21,3,11,24,14,4,11,6,15
"5",21,21,10,16,17,3,21,23,10,16,23,4,12,21,17,5,17,17
"6",8,12,14,24,8,22,23,25,19,12,24,18,11,10,3,23,22,9
"7",22,8,18,7,3,19,16,19,6,4,16,9,4,16,19,21,15,8
"8",5,4,16,21,14,8,8,20,20,17,6,8,2,17,9,4,11,4
"9",15,2,1,9,22,5,19,16,13,20,14,25,1,7,2,24,12,16
"10",13,1,8,11,5,25,10,13,1,13,1,1,13,13,25,1,24,25
"11",14,18,24,17,19,23,15,17,22,9,11,24,10,24,24,15,8,2
"12",23,3,17,23,10,12,25,7,11,8,10,21,21,11,22,7,9,18
"13",18,7,25,13,15,7,22,1,25,1,2,13,7,4,14,12,25,12
"14",12,5,2,4,23,21,1,2,15,10,25,12,19,20,15,8,13,6
"15",24,22,12,1,13,24,4,12,9,24,13,20,3,3,12,9,21,3
"16",10,17,6,3,9,11,24,8,4,15,9,6,5,23,1,13,4,10
"17",25,11,15,2,24,13,17,22,17,11,5,3,17,2,11,17,2,24
"18",3,9,3,14,11,15,7,21,8,2,12,23,18,22,7,14,23,19
"19",6,25,13,25,25,1,13,11,2,3,4,15,25,25,13,25,14,13
"20",19,6,11,20,18,17,11,4,3,22,20,17,9,18,8,19,5,23
"21",7,23,21,8,21,16,12,6,18,7,15,7,8,12,5,6,19,20
"22",16,15,19,5,7,6,5,9,21,18,8,19,16,19,16,22,18,21
"23",9,10,20,19,20,10,3,14,5,19,19,5,20,5,23,16,20,11
"24",20,19,7,12,12,9,9,10,23,5,22,2,22,9,6,20,10,5
"25",4,14,9,6,16,18,20,15,24,25,17,16,23,15,21,2,1,14
