"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",13,11,1,21,7,19,23,12
"2",9,1,10,22,11,16,9,18
"3",20,5,8,25,1,12,21,3
"4",15,7,14,16,15,13,18,25
"5",5,8,3,6,13,2,17,5
"6",16,20,12,20,21,1,10,11
"7",7,16,6,17,3,8,14,15
"8",25,2,15,9,4,3,1,14
"9",11,4,20,1,17,7,13,10
"10",24,25,4,15,18,17,12,6
"11",6,17,17,24,16,20,2,4
"12",22,13,11,3,19,21,19,16
"13",12,19,7,8,14,25,7,19
"14",1,14,13,4,6,14,8,7
"15",18,22,2,2,8,9,3,24
"16",21,6,24,18,10,24,6,9
"17",3,24,16,19,9,5,20,20
"18",10,21,21,13,5,22,16,1
"19",8,23,25,5,25,15,22,13
"20",2,3,5,11,22,23,25,23
"21",4,9,22,14,20,11,4,17
"22",23,15,23,23,23,4,15,22
"23",17,10,19,7,2,18,11,21
"24",19,18,18,10,12,10,24,8
"25",14,12,9,12,24,6,5,2
