"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",23,24,20,6,15,4,2,4,11
"2",12,13,22,2,22,20,11,9,16
"3",8,20,24,14,12,9,4,20,19
"4",10,25,9,4,10,18,21,25,25
"5",4,12,8,23,1,19,1,22,13
"6",7,7,3,10,14,22,9,13,6
"7",2,4,15,12,18,6,12,24,15
"8",14,2,6,7,21,13,3,19,2
"9",9,10,12,15,20,15,19,3,9
"10",22,8,2,1,7,1,17,21,8
"11",1,16,14,3,6,10,6,7,5
"12",18,21,10,22,23,7,10,16,7
"13",15,19,16,8,5,23,18,17,12
"14",20,11,13,5,16,11,24,14,20
"15",11,9,18,18,4,3,8,15,24
"16",19,3,11,16,8,24,5,6,18
"17",17,6,23,11,2,8,23,2,3
"18",24,23,5,13,3,14,13,11,17
"19",6,1,21,24,9,12,16,12,10
"20",3,22,17,19,19,25,25,10,1
"21",21,15,19,17,13,17,14,23,4
"22",16,18,1,25,17,16,7,1,23
"23",13,14,4,20,11,5,22,8,14
"24",25,5,25,21,24,21,20,18,22
"25",5,17,7,9,25,2,15,5,21
