"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",20,18,23,4,23,6,15,13,24,8,11,18,6,16
"2",2,3,25,25,19,2,12,19,10,11,7,5,20,1
"3",25,20,16,22,3,14,10,3,12,10,2,10,9,22
"4",13,17,4,3,17,20,19,21,11,13,3,23,18,21
"5",4,21,19,10,12,22,4,17,18,15,9,17,10,6
"6",15,10,12,7,4,3,7,24,23,1,1,14,16,3
"7",3,9,9,12,21,10,16,5,19,17,14,12,17,23
"8",5,13,5,18,1,7,2,16,5,3,12,25,1,24
"9",11,25,3,24,7,1,18,11,17,16,24,15,4,14
"10",24,4,6,23,14,19,22,7,22,4,13,21,13,5
"11",23,12,24,8,2,23,24,14,16,19,23,1,15,25
"12",8,2,13,9,25,24,5,1,13,7,25,19,24,15
"13",1,19,14,2,6,12,14,9,1,24,20,22,21,4
"14",14,15,20,14,20,21,17,6,7,2,21,9,3,2
"15",22,23,7,6,16,4,3,4,4,14,18,6,14,11
"16",16,8,21,20,8,18,6,12,3,12,16,16,19,18
"17",12,5,18,1,15,13,1,8,20,21,4,4,2,17
"18",21,1,8,13,11,25,13,23,2,25,10,11,5,20
"19",10,22,17,16,13,8,23,22,21,5,19,8,22,19
"20",7,6,11,5,5,16,20,18,9,9,15,7,7,10
"21",19,7,15,17,18,9,9,20,14,18,22,24,8,8
"22",6,16,1,21,22,17,8,25,25,23,17,2,11,13
"23",18,14,2,11,9,11,11,10,15,6,8,3,23,9
"24",17,24,10,19,24,15,25,15,6,20,5,13,25,7
"25",9,11,22,15,10,5,21,2,8,22,6,20,12,12
