"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,3,2,1,4,4,3,6
"2",1,5,6,1,3,3,4,3
"3",4,4,6,4,1,1,3,1
"4",5,4,4,2,3,1,4,6
"5",3,5,6,6,5,2,3,4
"6",2,5,2,5,2,5,4,1
"7",2,2,3,3,1,3,5,6
"8",5,6,3,1,5,4,2,1
"9",2,6,4,5,5,6,4,6
"10",5,1,3,5,3,1,6,4
"11",4,6,2,6,3,3,6,3
"12",3,3,5,1,2,6,6,4
"13",5,3,2,5,5,3,1,6
"14",3,3,1,6,1,1,4,5
"15",6,2,6,4,4,2,6,6
"16",6,1,2,2,2,4,4,5
"17",2,5,2,2,6,2,6,5
"18",2,2,4,1,4,1,2,4
"19",1,3,5,4,4,3,5,1
"20",5,4,1,1,2,2,5,2
"21",4,1,3,2,4,6,5,1
"22",6,3,3,6,6,2,4,2
"23",3,6,5,3,6,1,5,1
"24",2,4,1,3,3,6,1,4
"25",1,4,3,6,6,4,1,3
"26",6,3,5,2,1,2,1,3
"27",4,4,1,4,6,5,5,6
"28",3,2,1,5,5,4,6,2
"29",5,2,6,3,6,6,4,3
"30",6,5,1,4,3,6,3,2
"31",5,6,5,5,1,4,5,4
"32",4,2,2,4,1,6,2,3
"33",1,4,4,3,1,4,6,2
"34",2,1,5,5,2,3,2,2
"35",4,1,5,1,6,3,3,5
"36",6,4,5,6,4,6,2,5
"37",1,1,1,3,5,1,3,3
"38",6,6,1,3,4,3,2,4
"39",3,2,2,2,3,2,1,1
"40",5,2,4,6,2,5,3,1
"41",6,5,4,2,5,5,6,3
"42",3,6,3,1,1,5,3,5
"43",1,6,3,4,2,2,2,5
"44",4,5,6,3,2,4,1,6
"45",1,1,6,6,3,5,5,5
"46",2,3,6,2,5,5,2,2
"47",3,1,4,4,6,5,1,4
"48",4,5,4,5,4,1,1,2
