"","V1","V2","V3","V4","V5","V6"
"1",5,4,1,5,6,5
"2",5,5,5,6,3,4
"3",2,4,4,6,5,4
"4",2,5,2,3,6,1
"5",5,3,3,2,6,4
"6",3,1,4,2,1,1
"7",1,3,5,3,4,1
"8",5,1,5,4,5,1
"9",5,4,6,2,1,3
"10",2,5,3,4,1,5
"11",4,1,6,3,3,4
"12",4,2,2,5,1,1
"13",6,4,3,5,4,1
"14",4,2,5,4,1,6
"15",5,3,4,5,2,5
"16",6,5,6,4,4,6
"17",6,1,2,6,2,3
"18",2,2,3,3,2,3
"19",3,4,4,3,2,6
"20",6,2,2,3,5,5
"21",3,1,1,4,6,3
"22",1,3,2,1,1,5
"23",1,5,2,4,5,4
"24",1,4,1,4,2,2
"25",6,2,5,1,2,4
"26",4,6,3,6,4,5
"27",2,2,6,1,4,2
"28",6,3,4,4,3,2
"29",4,6,2,2,2,6
"30",5,1,3,1,4,6
"31",1,6,4,2,3,3
"32",2,3,1,6,3,6
"33",2,1,1,2,4,4
"34",1,4,5,2,6,6
"35",6,6,1,3,1,4
"36",3,5,5,6,1,2
"37",4,5,4,1,5,3
"38",3,6,2,5,4,3
"39",4,3,1,2,5,2
"40",3,6,6,1,5,5
"41",4,3,6,6,6,3
"42",1,1,6,5,3,5
"43",3,2,4,5,6,6
"44",6,6,5,3,6,2
"45",3,4,3,1,3,2
"46",1,2,3,6,5,2
"47",5,5,1,1,3,1
"48",2,6,6,5,2,1
