"","V1","V2","V3","V4"
"1",6,5,4,4
"2",1,6,4,2
"3",6,6,2,6
"4",1,2,6,3
"5",5,5,1,3
"6",2,5,4,3
"7",2,5,6,6
"8",4,6,6,5
"9",5,1,3,3
"10",3,3,5,1
"11",6,1,5,5
"12",5,4,4,6
"13",1,2,3,6
"14",5,4,3,4
"15",6,3,1,2
"16",2,4,6,1
"17",3,1,2,5
"18",2,6,1,5
"19",4,1,1,6
"20",4,6,2,2
"21",6,2,3,1
"22",2,3,2,3
"23",1,5,3,1
"24",6,5,6,2
"25",3,4,2,6
"26",2,1,5,4
"27",3,2,4,6
"28",3,1,6,2
"29",3,6,3,3
"30",1,4,5,5
"31",6,2,2,4
"32",4,3,4,2
"33",1,5,1,4
"34",5,3,6,6
"35",1,1,2,2
"36",5,3,1,5
"37",5,1,4,1
"38",5,6,5,1
"39",2,3,3,4
"40",3,4,1,2
"41",1,3,4,5
"42",2,2,1,1
"43",4,2,5,3
"44",3,6,5,4
"45",4,5,3,5
"46",4,4,2,1
"47",6,4,5,3
"48",4,2,6,4
