"","V1","V2","V3","V4","V5","V6","V7"
"1",6,2,3,4,6,6,2
"2",5,3,3,2,2,1,6
"3",4,4,3,5,5,3,6
"4",5,5,2,2,6,4,4
"5",6,5,3,3,3,3,4
"6",4,4,5,6,5,6,3
"7",2,1,4,6,1,3,4
"8",2,2,3,3,3,2,3
"9",5,3,4,6,6,4,5
"10",1,2,1,6,4,5,4
"11",3,5,3,5,1,5,1
"12",6,4,4,2,1,5,2
"13",2,3,2,2,4,6,1
"14",2,2,5,2,6,2,6
"15",4,6,4,1,6,2,1
"16",1,2,4,4,3,4,2
"17",2,6,2,1,2,3,2
"18",1,1,3,1,5,5,3
"19",6,3,6,3,5,1,4
"20",5,6,5,4,1,2,5
"21",5,3,1,4,1,6,3
"22",4,2,6,6,2,2,2
"23",3,4,1,2,1,1,4
"24",1,4,4,3,6,6,5
"25",2,6,5,5,3,6,4
"26",5,6,6,3,4,5,2
"27",6,1,6,5,3,5,6
"28",3,6,1,4,5,5,6
"29",6,5,4,5,4,1,3
"30",3,1,2,5,6,1,2
"31",1,3,2,5,1,3,6
"32",1,4,5,4,2,1,1
"33",3,4,5,1,4,4,6
"34",5,4,1,6,3,2,1
"35",5,1,5,2,4,3,1
"36",4,5,2,1,3,6,6
"37",3,5,6,4,6,3,3
"38",3,1,4,3,2,6,5
"39",2,3,6,5,5,4,1
"40",2,6,3,6,4,1,5
"41",3,3,6,1,3,1,3
"42",1,5,1,3,5,2,2
"43",6,2,1,1,5,3,5
"44",4,1,1,3,2,4,1
"45",1,5,6,2,2,4,5
"46",4,1,2,4,4,2,5
"47",6,6,2,6,2,4,3
"48",4,2,5,1,1,5,4
