"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,1,4,6,5,1,1,3,2,3
"2",5,1,5,4,4,3,5,1,3,6
"3",1,3,4,3,1,6,2,5,3,2
"4",3,6,1,6,3,6,5,4,2,2
"5",2,5,4,6,2,3,6,1,4,2
"6",5,6,1,3,5,3,6,5,6,5
"7",4,5,6,6,4,4,2,4,5,1
"8",1,2,4,2,5,4,2,1,6,5
"9",4,2,1,3,1,5,4,1,6,3
"10",6,2,4,3,3,2,6,3,5,1
"11",1,6,2,1,1,3,3,3,2,3
"12",5,1,3,2,1,4,2,6,4,4
"13",1,1,6,5,2,5,5,3,5,4
"14",6,2,6,3,6,6,3,4,3,5
"15",2,2,3,5,3,3,2,1,1,1
"16",4,4,2,1,4,6,6,2,3,5
"17",3,1,6,2,5,3,4,6,1,2
"18",3,4,6,4,6,1,5,2,6,3
"19",5,3,5,6,5,5,6,6,4,3
"20",4,4,2,4,1,1,5,6,3,1
"21",3,2,3,5,6,2,6,5,2,2
"22",2,3,1,4,5,5,5,3,1,6
"23",3,1,2,4,4,6,1,5,5,3
"24",6,6,6,1,3,2,4,5,4,3
"25",5,4,5,2,2,6,3,2,2,1
"26",4,1,1,1,6,4,3,3,4,1
"27",2,6,5,3,5,2,1,3,3,1
"28",1,4,2,5,6,3,1,4,4,5
"29",6,5,3,2,6,4,5,1,1,3
"30",6,4,1,2,4,1,2,4,1,4
"31",2,6,4,4,6,6,4,2,4,4
"32",5,4,3,6,3,6,3,3,6,6
"33",3,3,6,1,3,5,1,1,2,4
"34",6,5,2,5,5,5,2,2,3,2
"35",3,5,1,3,2,2,1,2,4,6
"36",2,1,3,1,2,1,6,4,3,5
"37",2,5,3,1,4,5,4,6,6,1
"38",6,3,5,4,1,3,1,4,6,2
"39",4,3,4,1,6,2,2,5,5,6
"40",4,6,4,4,2,5,1,6,1,5
"41",1,3,2,2,4,1,4,2,5,2
"42",2,2,1,6,3,2,3,6,6,4
"43",1,4,5,3,3,4,6,5,1,4
"44",4,3,6,6,1,2,4,2,1,5
"45",6,2,2,5,2,4,4,5,2,6
"46",3,5,5,2,1,4,5,4,5,6
"47",5,6,3,5,2,1,3,1,5,4
"48",1,5,5,5,4,1,3,6,2,6
