"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",8,22,9,3,21,16,6,8
"2",21,17,21,4,1,8,20,14
"3",20,3,12,16,12,7,14,7
"4",3,2,4,21,2,23,8,9
"5",5,21,19,15,6,1,15,21
"6",6,13,13,17,23,20,19,1
"7",22,9,18,11,7,19,5,5
"8",4,10,6,5,8,11,16,11
"9",11,4,14,6,3,13,2,23
"10",18,8,5,14,22,2,3,13
"11",7,5,22,9,14,18,12,16
"12",10,19,3,13,10,14,22,6
"13",19,12,2,2,11,21,9,20
"14",2,16,11,12,15,9,4,18
"15",17,23,23,20,13,10,1,2
"16",14,15,8,8,4,4,11,3
"17",23,18,7,22,18,15,13,22
"18",1,6,17,1,17,3,23,4
"19",15,7,10,19,5,17,21,17
"20",16,20,15,7,16,22,17,12
"21",9,14,16,23,9,5,7,15
"22",13,11,20,18,19,12,10,10
"23",12,1,1,10,20,6,18,19
