"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",12,14,3,10,22,17,15,10,21,19,14
"2",14,3,4,21,6,1,4,11,16,22,3
"3",3,19,5,8,10,23,5,13,1,10,20
"4",6,1,17,6,11,12,17,2,19,23,18
"5",21,12,23,12,9,10,23,6,2,18,1
"6",13,11,18,5,20,22,7,20,6,21,6
"7",22,2,9,15,21,14,8,8,7,2,17
"8",7,16,2,19,17,6,14,1,4,4,5
"9",5,7,12,13,15,16,2,22,22,6,2
"10",23,15,13,4,1,5,6,4,20,8,10
"11",16,17,19,20,13,18,3,3,9,12,15
"12",18,10,16,18,19,2,18,14,23,11,21
"13",17,21,15,7,5,15,16,12,10,5,4
"14",9,22,11,2,18,9,1,7,13,17,23
"15",20,6,1,1,3,19,13,23,12,13,22
"16",11,13,21,11,7,7,9,18,15,3,19
"17",19,20,7,17,12,11,11,19,18,15,7
"18",4,18,10,14,4,3,20,21,8,20,16
"19",2,5,20,9,16,4,12,9,11,14,8
"20",8,8,14,22,2,13,10,15,3,16,12
"21",10,9,8,16,8,21,19,5,14,9,9
"22",15,4,6,3,14,8,21,17,5,7,13
"23",1,23,22,23,23,20,22,16,17,1,11
