"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",19,7,12,5,13,21,15,4,22,2,7,20,8,2,18,7,13,6
"2",12,1,17,1,23,1,23,12,12,23,12,12,23,13,23,10,10,1
"3",10,20,22,11,9,23,1,2,19,12,14,1,11,17,5,9,3,3
"4",13,6,23,23,11,10,17,11,1,14,23,10,12,1,12,23,23,2
"5",9,12,2,3,21,15,2,9,16,9,21,9,5,5,15,1,8,16
"6",18,4,9,10,7,5,8,20,18,5,17,7,21,7,13,19,4,8
"7",20,14,21,2,2,11,16,18,14,8,4,8,17,20,4,2,15,12
"8",23,2,1,17,6,12,3,13,17,13,11,19,14,23,20,12,19,23
"9",1,17,10,4,17,14,9,21,15,22,13,16,7,19,11,20,22,4
"10",15,21,8,21,15,13,13,23,23,19,19,2,16,11,22,5,14,17
"11",21,18,13,8,16,9,5,6,5,20,2,11,18,3,9,11,1,21
"12",8,9,11,12,18,3,4,17,2,1,22,22,15,15,2,8,18,11
"13",3,13,16,13,4,16,22,5,20,18,20,18,22,6,7,15,17,13
"14",4,5,5,7,8,20,21,19,3,16,8,14,13,14,10,4,5,18
"15",16,16,4,15,20,19,20,7,6,7,10,5,19,16,14,14,20,7
"16",2,3,18,18,14,6,11,3,13,6,9,6,3,10,8,6,21,19
"17",14,22,7,6,10,8,19,10,10,4,18,23,1,22,6,16,11,20
"18",22,11,19,16,22,22,14,22,7,10,16,15,9,8,1,18,9,22
"19",17,15,15,20,5,4,10,8,4,17,15,17,4,18,16,3,7,9
"20",7,10,14,14,19,7,18,15,21,15,3,4,6,21,19,17,2,14
"21",5,19,20,22,12,18,6,14,11,3,6,21,20,12,17,22,6,15
"22",11,8,6,19,3,17,7,16,9,21,5,3,2,4,3,13,12,5
"23",6,23,3,9,1,2,12,1,8,11,1,13,10,9,21,21,16,10
