"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",8,10,9,22,17,13,2,1,14,20,1,6
"2",7,22,6,10,23,7,18,3,7,10,18,1
"3",17,12,10,6,21,5,5,7,22,8,8,18
"4",12,5,2,18,8,22,9,4,16,11,14,22
"5",19,2,13,12,4,17,17,8,20,22,7,2
"6",9,13,14,11,6,20,4,13,4,7,21,7
"7",15,14,20,15,18,1,19,10,11,21,22,21
"8",21,9,17,3,15,15,21,5,3,13,13,10
"9",16,20,21,4,2,23,12,2,10,4,2,12
"10",2,8,5,1,3,12,22,12,18,2,23,19
"11",6,7,16,8,7,6,13,23,1,17,3,20
"12",11,18,23,23,5,4,23,17,23,14,12,5
"13",22,23,15,21,16,19,14,22,21,6,19,17
"14",4,15,3,7,19,21,15,14,17,18,9,9
"15",1,3,22,17,22,18,1,16,6,12,6,16
"16",5,4,12,20,12,3,16,9,9,5,10,11
"17",18,11,7,19,1,9,11,15,5,19,16,14
"18",3,19,18,14,10,10,6,6,19,16,17,13
"19",10,21,11,2,13,16,7,18,8,23,11,23
"20",13,6,19,9,20,11,10,19,15,3,15,4
"21",23,17,1,16,14,8,8,11,2,1,4,3
"22",14,16,8,13,9,14,20,20,13,9,5,15
"23",20,1,4,5,11,2,3,21,12,15,20,8
