"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",10,3,12,8,13,14,13,3,18,23
"2",15,12,21,2,4,12,17,18,14,19
"3",19,8,10,16,8,18,22,23,16,7
"4",18,19,19,6,7,19,9,5,9,14
"5",23,2,14,3,20,17,11,16,3,5
"6",6,7,9,4,18,2,20,7,11,15
"7",1,9,20,13,23,23,6,2,23,18
"8",22,21,8,23,1,1,12,21,20,17
"9",11,6,18,18,10,7,10,15,21,13
"10",12,23,5,1,9,6,5,1,1,9
"11",4,22,22,21,16,16,16,9,17,8
"12",17,4,23,12,15,3,4,20,10,1
"13",2,1,1,19,6,9,23,12,8,22
"14",14,5,7,11,2,22,15,10,6,10
"15",8,10,16,22,3,13,1,6,4,3
"16",16,14,4,17,21,8,14,4,13,4
"17",5,13,6,15,14,15,8,19,5,16
"18",21,11,2,7,17,11,2,11,19,12
"19",9,20,17,10,22,10,21,22,7,11
"20",13,18,11,20,19,20,3,14,12,21
"21",7,17,3,5,11,21,19,17,22,2
"22",3,15,13,9,5,4,7,13,15,6
"23",20,16,15,14,12,5,18,8,2,20
