"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",9,15,3,7,11,4,7,22,3,13,4,16,2,5,20,10,22,8,11
"2",5,9,16,20,7,6,15,16,5,19,17,5,4,17,14,21,6,6,14
"3",17,23,23,2,23,9,11,10,8,10,11,23,3,9,10,20,12,2,1
"4",13,19,19,4,3,21,10,20,15,20,21,21,10,20,19,11,11,17,16
"5",20,3,7,17,21,11,3,18,9,7,16,13,6,23,18,3,14,21,12
"6",19,14,14,5,15,18,20,9,4,14,5,10,14,22,16,4,3,3,21
"7",11,4,4,3,10,16,18,8,6,5,20,6,21,10,21,17,9,16,8
"8",12,10,6,1,2,2,1,12,18,9,13,4,17,18,1,9,15,5,20
"9",1,11,1,11,22,23,14,23,19,1,15,15,15,14,13,13,2,1,7
"10",8,6,15,10,18,13,23,1,22,11,23,19,1,13,3,5,10,9,15
"11",3,16,11,15,17,17,2,11,16,16,22,9,11,3,23,22,16,7,2
"12",16,18,8,18,5,20,19,17,21,8,7,7,5,6,9,7,8,11,6
"13",18,8,5,9,8,10,6,5,17,18,2,14,9,19,6,19,4,15,4
"14",15,1,20,23,14,12,17,21,14,23,1,11,19,1,2,14,13,4,10
"15",7,17,18,21,9,15,8,7,7,2,14,17,18,21,7,6,19,10,5
"16",22,7,9,16,12,22,12,19,1,15,12,22,23,12,4,23,18,14,23
"17",4,20,10,8,19,14,16,15,10,4,3,3,8,16,5,15,21,18,18
"18",2,5,12,6,4,5,21,14,11,21,8,18,16,8,12,2,17,20,3
"19",6,2,21,13,1,19,4,4,2,12,10,1,12,4,8,12,1,22,13
"20",23,21,13,14,20,3,9,2,12,22,9,2,22,15,22,8,7,12,9
"21",10,13,17,19,16,8,5,13,20,6,6,20,20,7,17,18,5,19,19
"22",21,12,22,12,6,1,22,3,13,3,18,12,7,2,15,16,20,13,22
"23",14,22,2,22,13,7,13,6,23,17,19,8,13,11,11,1,23,23,17
