"","V1","V2","V3","V4","V5","V6","V7"
"1",15,9,5,8,14,12,18
"2",10,12,10,12,20,19,13
"3",22,6,20,11,23,16,20
"4",20,4,9,20,12,7,14
"5",4,3,11,10,7,13,2
"6",16,10,16,23,21,5,3
"7",5,15,2,19,15,15,8
"8",2,8,18,21,3,18,10
"9",9,7,4,14,9,2,5
"10",11,20,6,22,6,21,19
"11",18,22,17,16,8,14,16
"12",17,2,1,6,1,20,11
"13",3,11,22,5,10,4,17
"14",13,19,14,4,11,17,4
"15",6,23,3,3,22,6,15
"16",8,17,19,9,5,8,12
"17",12,1,21,17,18,10,7
"18",1,18,8,15,19,9,23
"19",14,14,13,18,2,3,21
"20",23,21,12,7,17,1,9
"21",19,16,23,13,13,23,1
"22",7,5,15,1,16,22,22
"23",21,13,7,2,4,11,6
