"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",5,10,9,8,9,3,20,15,2,2,21,17,8,9,5,3,8,16,16,14,21
"2",3,19,19,21,4,20,19,10,18,9,8,7,5,17,13,18,7,17,17,13,6
"3",19,16,15,2,18,22,21,17,14,14,14,21,4,16,7,8,16,4,14,2,16
"4",18,6,3,18,6,17,10,6,7,8,16,3,3,11,8,10,5,6,4,18,18
"5",10,22,11,23,22,16,2,1,1,22,7,14,9,13,6,7,21,13,9,16,8
"6",7,8,4,16,19,19,4,14,19,7,18,19,18,19,16,16,19,15,8,9,19
"7",12,7,12,12,3,18,23,8,9,23,1,23,21,23,18,1,12,7,23,12,12
"8",11,17,16,15,7,5,7,2,16,15,20,22,6,6,20,22,13,18,6,20,14
"9",13,4,20,4,10,15,15,4,8,4,11,18,15,14,4,20,15,20,2,5,4
"10",2,14,10,13,13,12,22,22,12,20,12,2,23,12,11,17,23,23,1,23,23
"11",16,18,5,17,11,21,6,21,6,16,15,13,13,2,14,5,9,22,22,6,3
"12",17,11,21,11,20,6,17,19,4,21,19,11,7,18,19,15,3,8,5,10,5
"13",14,9,14,9,16,23,8,18,23,13,4,1,20,7,2,23,6,11,10,15,1
"14",21,23,18,14,1,8,12,12,17,6,22,12,22,10,9,2,22,1,11,8,2
"15",8,2,7,5,2,7,9,16,15,17,6,5,10,20,10,6,2,19,7,4,13
"16",22,21,6,3,8,14,18,5,21,18,10,15,17,5,22,14,1,10,13,11,20
"17",15,15,8,10,23,9,13,9,5,5,5,6,2,4,17,21,20,14,18,3,17
"18",4,20,2,6,21,2,14,13,10,10,3,20,16,1,12,11,11,3,3,19,7
"19",6,5,13,20,14,4,16,7,20,19,17,4,11,3,3,13,18,5,20,7,9
"20",23,12,1,1,5,10,1,23,11,11,23,9,12,22,1,19,17,12,19,17,10
"21",1,1,23,19,12,13,3,20,13,1,2,16,1,8,23,12,10,9,12,1,11
"22",20,3,17,22,15,1,11,11,3,12,9,10,19,21,21,9,14,21,15,21,22
"23",9,13,22,7,17,11,5,3,22,3,13,8,14,15,15,4,4,2,21,22,15
