"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",5,5,11,15,14,8,17,9,9,15,6,20,16
"2",16,18,5,20,9,4,19,15,15,13,10,5,8
"3",8,17,6,1,18,19,15,1,12,9,16,22,10
"4",20,6,7,4,4,10,6,4,16,22,9,14,9
"5",3,13,20,6,7,21,20,20,14,18,11,16,19
"6",6,7,14,7,10,7,3,19,11,4,17,3,7
"7",11,19,18,11,2,6,9,12,19,20,19,21,13
"8",10,1,16,2,19,13,22,11,18,17,1,4,1
"9",17,4,15,22,20,20,4,16,22,11,13,18,14
"10",15,10,22,5,17,3,13,13,2,7,8,17,5
"11",9,15,17,23,6,5,1,2,6,10,2,12,23
"12",12,2,2,10,3,23,16,17,7,2,3,10,12
"13",23,8,3,12,12,2,23,22,21,8,23,23,22
"14",14,12,4,17,15,22,2,10,10,19,20,13,2
"15",19,11,19,18,21,9,18,5,13,1,18,8,17
"16",2,3,23,16,8,15,12,3,23,12,21,9,6
"17",1,23,1,8,22,1,5,6,3,16,12,7,15
"18",7,9,8,21,1,14,14,14,1,23,15,1,21
"19",13,14,10,9,11,18,8,7,20,6,7,6,20
"20",18,21,12,3,13,12,11,18,5,14,22,11,18
"21",22,16,21,14,16,16,7,23,8,21,5,2,11
"22",4,20,9,19,23,11,10,21,17,3,4,15,4
"23",21,22,13,13,5,17,21,8,4,5,14,19,3
