"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",10,9,22,7,21,23,7,6,12
"2",13,11,5,6,8,20,17,22,1
"3",11,2,16,15,3,21,19,13,17
"4",20,5,10,2,6,18,10,3,20
"5",21,13,23,11,10,15,22,19,15
"6",2,10,14,22,7,10,18,5,13
"7",19,17,12,20,14,22,13,17,7
"8",14,21,20,21,12,17,2,8,23
"9",4,18,11,1,23,16,23,10,3
"10",22,8,7,16,20,8,15,11,22
"11",8,15,4,18,15,1,21,2,19
"12",23,22,18,9,2,2,16,4,5
"13",9,7,8,19,1,13,1,20,8
"14",12,19,9,12,9,5,11,9,10
"15",1,23,6,13,17,19,6,15,14
"16",15,6,19,3,16,6,20,14,9
"17",7,20,17,4,19,11,12,21,18
"18",16,12,15,14,18,12,5,1,4
"19",17,16,3,5,4,9,3,12,16
"20",3,4,13,8,11,3,4,18,21
"21",18,1,1,23,22,4,8,23,11
"22",5,14,21,17,5,7,9,16,2
"23",6,3,2,10,13,14,14,7,6
