"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",8,22,21,18,22,13,10,15,2,8,2,7,11,10,22
"2",20,14,19,14,4,11,16,11,19,3,7,21,17,8,14
"3",7,6,6,16,10,5,6,20,15,16,5,4,18,3,13
"4",13,9,17,20,5,1,22,3,8,7,13,8,12,1,6
"5",4,5,18,6,14,7,8,14,18,6,19,15,10,15,7
"6",18,3,13,22,12,6,15,10,3,19,20,11,22,11,18
"7",10,4,3,12,20,8,13,1,7,1,11,23,7,21,16
"8",11,8,2,4,8,14,19,12,22,9,22,2,2,5,21
"9",5,11,8,19,19,20,21,9,16,14,14,18,16,16,20
"10",17,19,4,3,21,9,9,4,17,13,12,10,21,7,5
"11",22,10,23,5,17,2,3,8,12,23,8,1,14,17,23
"12",2,17,14,2,13,15,23,23,11,5,6,9,23,22,15
"13",23,2,20,10,23,22,18,22,13,15,16,12,5,4,12
"14",9,23,22,15,9,23,11,2,21,21,23,17,20,23,10
"15",15,13,15,21,16,16,14,17,20,17,9,3,6,20,4
"16",12,21,9,8,15,3,20,13,9,20,4,19,3,9,8
"17",1,1,12,23,1,12,1,5,14,12,1,22,1,12,2
"18",16,20,10,13,3,4,2,21,23,10,15,13,9,19,19
"19",19,7,5,1,6,21,12,16,4,11,3,16,13,18,9
"20",3,16,1,11,2,10,17,18,6,22,17,6,15,14,3
"21",14,12,11,9,18,18,4,19,1,2,21,20,19,2,1
"22",6,15,16,7,7,17,5,6,5,18,10,14,8,6,17
"23",21,18,7,17,11,19,7,7,10,4,18,5,4,13,11
