"","V1","V2","V3","V4","V5"
"1",2,3,2,3,3
"2",3,1,2,1,2
"3",3,2,3,1,1
"4",2,2,3,1,3
"5",1,1,3,1,2
"6",2,2,1,3,3
"7",2,3,1,2,1
"8",3,3,3,2,2
"9",2,3,3,3,1
"10",2,3,1,1,3
"11",2,1,2,3,2
"12",1,2,3,3,2
"13",1,2,2,3,3
"14",3,3,2,3,1
"15",1,1,2,3,1
"16",2,2,2,1,1
"17",1,3,3,2,3
"18",2,1,1,3,2
"19",1,1,1,2,3
"20",2,1,3,2,3
"21",1,3,2,1,1
"22",1,3,1,3,2
"23",3,3,2,2,3
"24",2,1,1,1,1
"25",2,3,3,1,2
"26",1,2,1,2,1
"27",1,1,2,1,3
"28",3,2,3,3,2
"29",3,1,2,2,1
"30",2,1,3,2,1
"31",3,2,1,3,1
"32",3,2,1,2,3
"33",1,2,1,1,2
"34",1,2,3,2,1
"35",3,1,3,3,3
"36",3,2,2,1,3
"37",1,3,2,2,2
"38",3,1,1,2,2
"39",3,3,1,1,2
