"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,3,3,3,1,3
"2",2,2,1,3,1,1,3
"3",3,2,3,3,3,2,2
"4",1,1,1,1,3,1,2
"5",1,1,2,1,1,2,3
"6",2,1,1,2,1,2,2
"7",2,3,1,3,3,2,1
"8",2,3,1,1,2,1,2
"9",2,2,1,1,2,2,3
"10",3,1,2,2,1,1,2
"11",3,2,3,1,2,1,3
"12",1,2,2,3,3,1,1
"13",1,3,1,2,2,1,3
"14",1,2,1,3,2,3,2
"15",3,3,2,2,3,1,2
"16",2,1,2,2,3,3,1
"17",3,3,1,1,1,3,2
"18",3,3,2,3,2,2,3
"19",2,2,3,2,2,1,1
"20",1,2,1,2,1,3,1
"21",3,2,1,1,3,2,1
"22",2,2,2,1,3,3,3
"23",3,1,1,2,3,3,3
"24",3,1,3,1,2,3,2
"25",1,1,2,3,2,3,3
"26",3,2,3,3,1,3,1
"27",3,1,1,3,2,1,1
"28",2,3,2,1,1,1,1
"29",1,1,3,2,2,2,1
"30",2,3,2,3,3,3,2
"31",1,3,3,3,1,1,2
"32",1,1,2,3,1,2,2
"33",3,2,2,2,1,2,3
"34",1,3,2,1,2,3,1
"35",1,2,3,2,3,3,2
"36",2,3,3,2,1,3,3
"37",2,1,3,1,1,2,1
"38",3,3,3,2,2,2,1
"39",1,3,3,1,3,2,3
