"","V1","V2","V3","V4","V5","V6"
"1",2,1,3,1,2,3
"2",3,3,2,1,2,1
"3",2,3,3,1,1,2
"4",1,3,2,1,3,2
"5",3,3,2,3,1,3
"6",3,2,2,1,3,3
"7",3,2,1,2,3,1
"8",2,1,2,3,3,3
"9",2,1,1,1,2,1
"10",1,2,1,3,2,3
"11",3,1,2,2,1,1
"12",3,3,3,2,2,2
"13",2,3,2,3,2,1
"14",3,1,2,2,2,3
"15",2,2,1,3,1,1
"16",2,1,3,3,1,2
"17",3,3,1,3,3,2
"18",2,1,1,2,1,3
"19",2,3,3,2,3,1
"20",2,2,3,3,3,2
"21",1,2,3,2,3,3
"22",3,2,1,1,1,2
"23",1,1,2,3,3,1
"24",1,1,2,1,1,3
"25",3,2,3,2,1,3
"26",3,2,3,3,2,1
"27",1,3,2,2,1,2
"28",3,1,3,1,3,2
"29",1,2,3,1,1,1
"30",1,3,3,3,2,3
"31",1,1,3,2,2,1
"32",3,1,1,3,2,2
"33",1,3,1,2,1,1
"34",2,3,1,1,3,3
"35",1,1,1,2,3,2
"36",2,3,1,2,2,3
"37",1,2,2,3,1,2
"38",1,2,1,1,2,2
"39",2,2,2,1,3,1
