"","V1","V2","V3","V4","V5","V6"
"1",2,2,3,3,1,2
"2",1,1,3,2,1,1
"3",1,2,2,1,3,1
"4",3,1,3,3,2,3
"5",3,1,2,2,2,1
"6",1,3,1,2,1,2
"7",3,3,3,1,3,2
"8",1,2,1,3,1,1
"9",2,2,2,2,2,2
"10",3,3,2,3,3,1
"11",2,1,2,1,1,1
"12",1,1,1,3,3,2
"13",2,2,2,2,2,2
"14",1,2,3,1,1,3
"15",2,1,3,3,3,1
"16",3,1,1,1,1,2
"17",1,1,1,1,2,3
"18",2,3,3,1,1,1
"19",2,2,1,1,3,2
"20",2,3,1,3,1,3
"21",3,3,2,3,1,1
"22",2,2,2,3,2,3
"23",1,3,3,3,3,3
"24",3,2,1,3,3,3
"25",2,3,2,1,3,3
"26",2,2,2,2,2,2
"27",2,1,1,3,2,1
"28",1,3,2,2,2,3
"29",1,3,1,1,2,1
"30",3,2,3,1,2,1
"31",1,2,3,2,3,1
"32",1,1,2,3,1,3
"33",1,2,1,2,3,3
"34",1,1,3,1,2,2
"35",3,2,3,2,3,2
"36",3,2,1,2,1,1
"37",2,1,1,2,1,3
"38",2,3,1,2,3,1
"39",3,1,2,2,3,3
"40",3,2,2,1,1,3
"41",3,1,1,1,3,1
"42",3,3,1,1,2,3
"43",3,3,1,3,2,2
"44",3,1,3,3,1,2
"45",2,2,2,3,2,2
"46",2,1,3,1,3,3
"47",1,3,2,1,1,2
"48",1,3,3,3,2,1
"49",2,3,3,2,2,2
"50",3,3,3,2,1,3
"51",1,1,2,2,3,2
