"","V1","V2","V3","V4"
"1",3,3,2,3
"2",3,1,2,3
"3",3,3,3,1
"4",2,3,2,2
"5",2,3,1,3
"6",2,1,1,3
"7",1,2,1,3
"8",3,1,3,2
"9",2,1,3,2
"10",1,2,3,3
"11",2,2,2,2
"12",1,1,3,3
"13",1,3,1,1
"14",2,2,3,1
"15",2,2,2,2
"16",1,3,3,2
"17",1,3,1,3
"18",2,2,2,2
"19",1,1,2,2
"20",3,2,1,3
"21",3,1,1,3
"22",2,1,3,3
"23",3,3,2,2
"24",3,2,2,1
"25",1,3,3,2
"26",3,1,3,1
"27",1,3,2,1
"28",1,2,3,1
"29",1,1,3,1
"30",2,1,1,1
"31",3,3,1,1
"32",2,2,1,1
"33",3,3,1,2
"34",2,2,2,3
"35",2,2,2,2
"36",1,1,2,3
"37",1,2,1,2
"38",1,1,1,1
"39",3,3,3,3
"40",2,3,3,1
"41",2,3,1,2
"42",1,1,1,2
"43",3,1,1,2
"44",3,2,1,1
"45",2,3,3,3
"46",3,1,2,1
"47",1,3,2,3
"48",2,1,2,1
"49",3,2,3,2
"50",3,2,3,3
"51",1,2,2,1
