"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,3,3,2,3,2,2
"2",1,1,3,1,1,2,2,3
"3",2,3,1,1,1,3,2,3
"4",1,1,3,3,3,1,1,1
"5",2,3,1,2,3,2,1,1
"6",1,3,1,3,1,2,2,1
"7",3,2,3,3,1,1,2,3
"8",3,1,3,3,2,2,3,1
"9",3,2,3,2,3,2,1,3
"10",2,2,2,3,2,1,2,2
"11",1,3,2,2,1,1,1,3
"12",2,1,2,2,2,2,1,1
"13",3,3,1,2,2,3,3,3
"14",2,3,2,3,2,1,3,3
"15",2,1,1,3,1,2,1,3
"16",1,2,2,3,1,1,3,2
"17",3,1,1,1,3,2,3,2
"18",1,2,3,3,2,3,1,3
"19",3,2,2,2,1,2,3,3
"20",1,2,1,1,1,2,1,2
"21",3,3,3,1,1,1,3,2
"22",3,3,3,1,3,2,2,1
"23",2,2,1,1,3,1,2,3
"24",2,3,3,2,2,1,2,1
"25",1,3,3,1,2,2,1,2
"26",2,1,3,2,3,1,2,2
"27",1,2,3,2,1,3,3,1
"28",2,3,2,1,3,3,1,3
"29",1,1,1,2,2,3,1,2
"30",3,1,2,1,2,1,1,3
"31",1,1,1,2,3,1,3,3
"32",2,1,3,1,2,3,3,3
"33",2,2,3,1,1,1,1,1
"34",1,3,2,2,3,3,2,2
"35",3,2,1,1,2,3,1,1
"36",3,3,2,3,1,3,1,1
"37",2,1,2,1,1,2,3,1
"38",3,1,1,2,1,1,2,1
"39",3,2,1,3,2,2,2,2
"40",3,2,2,2,3,1,3,1
"41",1,2,2,1,3,3,3,2
"42",3,1,3,2,1,3,1,2
"43",1,3,1,1,2,1,3,1
"44",2,2,2,2,2,2,2,2
"45",2,1,1,3,1,3,3,2
"46",3,1,2,3,3,3,2,3
"47",2,2,1,3,3,3,3,1
"48",1,1,2,1,3,3,2,1
"49",3,3,1,3,3,1,1,2
"50",1,2,2,2,2,2,2,2
"51",1,3,3,3,3,2,3,3
