"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,1,2,2,2,1,2,3,3,2,1
"2",1,1,3,2,3,3,1,2,2,1,2,1
"3",2,2,1,2,3,3,3,3,3,2,3,1
"4",1,2,2,1,2,3,1,1,2,2,1,1
"5",3,3,1,1,1,3,2,1,3,2,2,3
"6",3,2,3,3,2,2,1,1,2,3,1,3
"7",2,3,2,1,2,1,2,1,1,3,3,3
"8",3,3,2,1,2,3,1,3,1,1,3,1
"9",2,1,1,1,1,1,2,3,3,1,2,1
"10",1,2,1,3,3,1,3,2,3,3,1,2
"11",1,3,3,1,3,2,3,3,1,2,1,2
"12",1,3,1,1,3,2,2,2,3,1,2,2
"13",3,2,2,1,2,2,1,3,3,2,1,2
"14",2,2,1,2,1,3,3,1,1,1,1,1
"15",1,1,3,2,3,1,2,1,3,2,1,3
"16",2,1,2,1,3,2,3,1,2,1,3,3
"17",3,1,2,3,2,1,2,3,3,3,2,3
"18",1,3,3,2,2,2,2,1,1,1,3,2
"19",1,2,1,3,2,1,1,1,1,1,2,2
"20",2,3,3,1,2,2,3,1,3,2,2,1
"21",3,2,1,1,2,1,3,2,2,1,1,3
"22",3,1,3,1,1,3,3,3,2,3,2,2
"23",2,1,3,3,2,1,3,2,1,2,3,1
"24",1,3,2,2,1,3,2,1,2,3,2,2
"25",2,1,1,3,2,3,2,3,1,2,1,3
"26",3,1,1,1,3,2,2,1,1,3,2,1
"27",1,2,1,2,3,3,1,3,1,3,2,3
"28",2,3,2,2,2,3,3,2,3,3,1,3
"29",2,3,3,2,3,1,3,3,2,1,2,3
"30",1,1,1,1,2,3,3,2,2,2,3,2
"31",2,1,1,2,1,1,1,1,2,3,1,2
"32",2,2,3,2,1,2,2,3,2,3,3,1
"33",2,2,3,1,3,1,1,2,3,3,3,2
"34",2,3,2,3,3,3,2,1,2,3,3,1
"35",1,3,1,2,1,1,1,3,2,2,3,3
"36",1,1,2,3,2,2,3,3,2,3,1,1
"37",3,1,3,2,1,2,1,2,1,2,3,3
"38",2,3,3,3,1,3,1,3,3,2,1,2
"39",3,1,1,3,3,2,1,3,2,1,3,2
"40",3,2,3,3,3,3,3,1,1,2,2,3
"41",2,3,2,3,3,1,1,2,1,2,2,2
"42",3,2,2,2,3,1,2,3,1,2,1,1
"43",3,3,1,3,1,2,3,2,1,3,3,2
"44",3,1,2,2,3,3,2,2,3,1,1,2
"45",3,2,2,2,1,1,3,1,3,1,3,2
"46",3,3,3,3,1,1,2,2,2,1,1,1
"47",1,2,3,3,2,3,2,2,3,1,3,3
"48",1,2,3,1,1,1,2,2,1,3,2,1
"49",1,1,2,3,1,2,1,1,3,2,3,1
"50",2,1,2,1,1,2,1,2,1,1,1,3
"51",1,2,2,3,1,2,3,3,2,1,2,3
