"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,1,3,3,2,1
"2",3,1,2,1,3,1,3
"3",1,1,1,2,3,2,3
"4",3,2,3,3,3,1,1
"5",1,2,3,1,1,1,3
"6",1,3,2,2,3,1,1
"7",1,1,3,3,3,3,2
"8",3,1,3,1,1,3,2
"9",2,3,2,3,1,1,2
"10",1,1,1,1,2,3,3
"11",3,3,3,1,2,1,1
"12",1,3,3,3,2,1,3
"13",2,2,1,2,2,2,1
"14",2,2,3,2,2,3,1
"15",2,1,3,1,3,2,1
"16",2,1,3,2,2,1,3
"17",1,2,2,3,3,2,3
"18",3,1,3,3,1,2,3
"19",3,1,1,2,3,3,1
"20",1,1,1,3,1,2,2
"21",3,2,2,3,1,2,1
"22",1,1,3,1,2,2,1
"23",3,3,2,3,3,3,3
"24",1,2,2,2,1,3,2
"25",2,2,1,2,3,1,3
"26",3,3,1,1,1,3,1
"27",2,2,1,3,1,3,3
"28",1,2,2,1,3,3,1
"29",1,3,1,2,2,3,2
"30",3,3,1,2,1,1,3
"31",3,1,1,3,2,1,2
"32",1,3,3,3,1,3,1
"33",3,2,2,2,2,3,2
"34",2,2,2,1,2,2,2
"35",3,3,2,3,2,2,2
"36",2,1,1,1,1,1,1
"37",3,3,3,2,3,2,2
"38",3,2,3,2,2,3,3
"39",2,1,2,2,1,3,3
"40",2,1,2,3,2,3,1
"41",3,2,1,1,3,2,2
"42",1,3,1,1,3,1,2
"43",1,3,2,1,1,2,3
"44",2,3,2,1,2,2,2
"45",2,3,3,2,1,2,2
"46",1,2,1,3,2,1,1
"47",3,2,1,1,2,2,3
"48",2,1,2,3,3,1,2
"49",2,3,3,1,3,3,3
"50",2,2,3,2,1,1,2
"51",1,1,2,2,1,1,1
