"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,3,3,3,2,2,3,2,3,3,3,2,2,1,1
"2",2,1,3,2,2,2,2,1,3,1,3,1,3,1,3
"3",1,2,3,1,1,2,1,1,2,2,3,3,2,1,2
"4",2,2,3,1,1,3,3,3,2,3,2,2,3,1,3
"5",2,3,3,3,1,2,2,1,1,1,3,2,1,3,2
"6",3,3,1,3,1,2,3,3,1,2,1,3,2,2,2
"7",1,3,1,2,2,1,1,1,3,2,1,2,1,2,3
"8",2,3,2,2,3,3,3,2,3,1,1,3,1,1,2
"9",3,2,2,2,2,1,1,3,1,1,1,1,3,3,2
"10",1,3,2,2,3,2,3,1,1,3,2,3,3,2,1
"11",3,1,1,2,1,1,1,3,2,3,3,2,2,2,3
"12",2,3,1,3,3,3,1,2,2,2,1,2,3,3,1
"13",2,3,2,1,1,1,2,2,1,3,1,2,1,1,1
"14",2,3,3,3,3,1,2,3,2,1,2,1,2,2,3
"15",3,2,3,2,3,1,3,1,2,3,1,2,2,3,2
"16",3,1,2,2,1,1,3,1,3,2,3,3,1,1,2
"17",1,1,2,3,1,2,1,2,2,3,1,1,2,3,3
"18",3,1,2,2,2,3,1,2,2,3,1,3,3,1,2
"19",1,2,2,1,1,1,3,2,3,1,1,2,3,2,1
"20",3,3,1,1,3,2,3,2,2,3,3,1,3,1,2
"21",2,2,1,3,1,1,2,1,2,2,3,1,3,3,1
"22",1,3,1,2,3,3,2,3,3,3,2,1,2,3,2
"23",3,3,2,2,1,3,2,3,2,1,3,1,2,1,1
"24",2,2,1,2,2,3,3,1,1,2,1,1,2,1,3
"25",3,2,1,3,3,1,1,2,3,1,2,2,2,1,1
"26",2,1,2,3,2,2,1,3,1,2,3,2,3,1,1
"27",1,1,1,1,2,2,3,2,2,1,1,2,1,3,2
"28",3,3,3,1,2,1,2,3,3,2,2,3,3,3,1
"29",1,3,2,1,2,1,3,2,1,2,3,1,2,3,3
"30",2,1,1,3,2,2,3,3,3,3,2,1,1,2,1
"31",1,2,3,2,3,2,1,3,1,2,1,1,1,1,1
"32",2,1,3,1,3,1,3,3,1,1,3,2,2,2,2
"33",2,1,1,1,3,2,2,3,3,2,1,3,2,1,3
"34",1,2,1,1,2,1,1,3,1,3,2,3,1,2,2
"35",3,2,3,1,1,2,2,2,3,3,1,1,1,2,3
"36",3,2,2,3,2,3,3,1,3,1,2,2,3,3,3
"37",2,2,1,1,2,3,2,1,2,3,3,3,1,3,1
"38",2,2,3,2,3,1,1,2,3,3,3,3,3,3,2
"39",1,2,1,3,1,1,2,2,1,1,2,3,3,1,3
"40",1,1,1,2,2,3,2,2,1,1,3,3,2,2,1
"41",1,3,2,1,1,3,1,1,2,1,2,1,3,2,2
"42",3,1,3,2,1,3,3,2,1,2,2,1,1,3,1
"43",1,2,2,3,3,3,3,3,2,2,3,3,1,3,3
"44",3,3,3,3,2,3,1,1,1,3,2,3,2,2,3
"45",1,1,2,3,3,1,2,1,2,3,2,1,1,1,2
"46",2,1,3,1,3,3,1,1,3,2,2,1,2,2,1
"47",1,1,3,3,1,3,2,3,3,2,1,2,3,2,2
"48",3,1,3,3,2,2,2,1,2,1,1,3,1,2,1
"49",3,2,2,1,3,3,1,2,1,1,3,2,1,2,3
"50",2,3,2,2,1,2,1,3,3,1,2,3,1,3,3
"51",3,1,1,1,3,2,2,1,1,2,2,2,3,3,3
