"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,2,2,1,2,1,1,4,3,1,4,2,3,4,4,2
"2",4,4,2,1,3,3,2,1,4,2,2,1,1,2,3,1
"3",1,3,3,1,4,4,4,2,1,2,2,2,3,4,1,3
"4",2,1,2,3,1,1,3,1,2,3,3,1,2,4,1,1
"5",1,1,1,1,3,2,1,3,3,3,2,4,2,2,1,2
"6",3,2,3,1,1,4,3,4,1,4,1,4,2,2,3,4
"7",4,1,1,2,2,1,4,3,1,2,2,3,1,4,3,4
"8",4,4,4,2,1,4,2,3,3,1,3,1,3,2,1,4
"9",3,1,4,3,3,4,4,4,4,3,2,2,3,1,3,1
"10",2,4,1,4,2,1,2,4,1,3,1,1,3,2,2,3
"11",3,1,3,2,4,3,3,4,3,3,4,1,1,3,4,3
"12",4,4,3,3,3,2,4,4,2,1,1,3,2,3,1,2
"13",3,3,4,2,2,3,2,1,3,3,1,4,4,4,1,3
"14",1,4,3,1,3,1,3,2,3,3,3,3,4,1,4,4
"15",4,2,1,1,2,3,4,2,2,4,3,1,4,1,2,2
"16",4,1,4,4,3,2,3,1,1,2,4,4,3,2,4,3
"17",2,1,2,2,4,3,1,1,2,1,1,3,3,1,2,4
"18",1,2,2,4,2,3,2,4,4,2,3,3,1,1,1,3
"19",4,1,3,4,1,1,1,2,4,4,2,2,4,3,2,3
"20",3,3,2,3,4,2,2,3,1,4,4,2,4,1,1,1
"21",2,4,1,2,4,2,3,4,4,4,3,4,3,4,3,2
"22",1,3,2,3,2,2,4,2,4,4,1,1,2,2,4,4
"23",1,3,2,4,1,3,3,3,2,1,2,4,4,3,4,1
"24",2,2,1,3,3,4,3,1,4,1,4,2,4,3,2,4
"25",2,2,4,2,1,2,2,2,1,1,2,2,1,1,4,2
"26",3,4,1,3,1,4,1,2,2,2,4,4,2,1,3,3
"27",2,3,4,1,1,2,4,3,4,2,4,3,2,3,2,1
"28",4,2,1,4,4,4,2,2,3,3,1,3,2,4,4,1
"29",1,4,3,2,2,4,1,1,1,4,4,3,1,3,2,1
"30",2,3,4,4,3,3,1,3,2,4,3,2,1,4,3,4
"31",3,3,3,4,4,1,4,1,3,1,3,4,1,2,2,2
"32",1,2,4,3,4,1,1,3,2,2,1,1,4,3,3,2
