"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,2,1,4,2,3,1,2,1,2
"2",1,4,1,3,2,1,2,1,4,1,4
"3",1,1,2,3,1,3,3,3,1,3,3
"4",3,1,3,2,1,1,4,2,2,4,4
"5",3,3,2,3,3,1,2,4,2,2,1
"6",4,3,3,1,4,3,4,1,4,3,4
"7",4,1,1,2,4,1,3,4,3,3,2
"8",1,3,2,2,3,2,4,4,4,4,3
"9",4,3,3,2,2,4,3,3,1,1,1
"10",2,4,4,3,4,4,4,4,2,1,3
"11",1,3,1,1,3,4,1,2,2,3,4
"12",4,2,2,3,3,3,1,2,4,1,2
"13",1,1,2,4,3,4,4,1,3,2,1
"14",4,4,1,3,2,2,4,2,3,3,1
"15",2,1,1,1,2,3,1,4,1,4,1
"16",4,2,4,3,2,2,1,1,2,4,3
"17",3,3,1,4,1,3,4,3,2,1,2
"18",2,2,1,3,4,4,3,3,3,4,4
"19",2,4,3,4,3,3,3,1,1,4,2
"20",1,2,3,4,1,2,1,4,3,1,4
"21",3,4,4,1,2,3,3,4,3,2,4
"22",4,1,4,4,3,2,2,3,1,2,4
"23",4,4,2,1,1,4,2,3,3,4,2
"24",1,2,4,2,4,3,2,2,2,3,1
"25",3,4,2,4,4,1,1,2,1,3,3
"26",2,1,3,1,3,1,2,2,3,1,3
"27",3,2,3,4,2,4,2,4,4,3,3
"28",2,3,1,2,1,2,2,1,1,2,3
"29",2,4,3,2,4,2,1,3,4,2,1
"30",1,2,4,1,2,1,4,3,1,2,2
"31",3,1,4,2,1,4,1,1,4,2,2
"32",2,3,4,4,1,1,3,2,4,4,1
