"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,1,3,2,1,3,4,2,3,1,3,4,3
"2",2,1,1,1,4,1,2,2,1,4,3,2,3
"3",2,1,1,3,1,4,3,3,3,2,1,3,2
"4",1,3,3,1,1,3,1,1,2,4,4,2,3
"5",4,2,1,1,2,3,2,3,4,1,2,2,1
"6",3,3,2,1,1,4,3,1,1,3,2,4,1
"7",3,4,3,4,4,4,1,2,4,2,4,3,1
"8",2,2,4,4,4,4,2,1,3,4,2,4,2
"9",4,4,4,1,4,2,3,1,3,2,2,1,3
"10",4,4,2,2,3,1,3,3,2,4,4,4,1
"11",2,1,4,1,3,4,3,4,2,1,4,2,4
"12",1,4,2,2,3,4,1,3,1,2,2,1,2
"13",2,4,1,4,2,2,1,4,2,1,2,4,3
"14",3,3,4,4,3,3,3,2,1,1,1,3,3
"15",3,1,4,3,2,3,1,2,2,3,3,1,1
"16",4,1,2,3,2,2,2,1,1,2,4,3,2
"17",4,2,3,4,2,4,4,3,1,4,1,1,4
"18",1,1,3,4,3,1,3,4,3,3,2,2,1
"19",1,2,3,3,4,3,2,4,1,2,4,4,4
"20",3,3,2,4,1,1,2,3,3,1,3,1,4
"21",3,3,1,2,4,3,4,4,3,3,4,1,2
"22",4,3,1,3,3,4,1,4,4,4,3,3,3
"23",1,3,2,3,4,2,4,2,2,1,1,2,1
"24",1,2,1,4,1,2,3,2,4,3,4,1,3
"25",2,2,3,2,3,1,1,1,4,1,1,1,2
"26",1,3,4,1,2,1,4,3,4,2,3,4,2
"27",2,4,2,3,2,3,4,1,4,3,3,2,4
"28",1,4,3,2,2,2,2,2,3,4,1,3,4
"29",3,2,1,2,3,1,4,1,2,2,2,3,4
"30",2,2,4,2,1,2,4,4,1,4,3,3,1
"31",4,4,4,3,1,1,2,4,2,3,1,2,2
"32",3,1,2,1,4,2,1,3,4,3,1,4,4
