"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,1,1,2,1,2,2,4,2,1,1,2,2,3,2,3,1
"2",4,3,4,2,3,2,1,3,4,2,1,3,3,3,1,1,3
"3",2,1,4,4,2,2,1,1,3,4,3,2,4,3,4,1,2
"4",2,4,4,3,2,4,4,4,1,1,2,2,1,3,1,2,4
"5",2,2,4,2,3,2,3,4,1,3,4,1,3,1,4,4,3
"6",4,2,1,4,3,1,4,4,1,2,3,3,2,2,3,1,4
"7",1,3,3,2,2,1,2,1,4,3,2,1,1,3,3,4,4
"8",3,3,4,4,1,4,3,2,3,2,1,1,2,1,3,3,2
"9",3,2,4,3,1,1,2,2,2,4,3,4,3,4,1,3,4
"10",3,4,1,3,2,2,3,1,3,1,1,4,4,2,2,4,3
"11",4,2,2,3,1,4,1,4,4,4,3,1,3,2,2,4,1
"12",1,4,3,1,1,1,4,3,3,2,3,2,4,1,2,1,3
"13",1,4,4,2,3,3,1,1,2,2,3,4,1,2,3,3,1
"14",4,4,3,1,2,4,2,4,3,3,4,4,2,4,3,2,2
"15",3,1,4,1,4,3,2,2,4,1,4,1,2,2,2,1,4
"16",3,1,2,2,1,2,4,3,4,3,1,4,1,2,4,2,2
"17",3,4,3,4,4,2,2,3,1,3,2,1,4,2,1,2,1
"18",2,1,3,3,3,1,3,3,4,1,4,3,4,4,3,3,1
"19",2,3,2,3,1,4,1,1,1,3,4,3,2,4,2,1,3
"20",3,3,2,1,4,3,1,4,3,2,2,2,4,4,4,3,4
"21",2,4,2,2,4,1,4,2,2,4,1,1,3,4,3,1,1
"22",2,4,1,4,2,3,2,3,4,4,2,3,2,1,4,3,4
"23",4,1,2,2,4,4,3,1,2,3,3,3,4,1,1,3,4
"24",1,2,3,3,4,3,3,4,3,4,2,4,1,1,2,1,2
"25",4,3,1,3,4,1,1,2,2,1,4,2,1,1,4,2,2
"26",2,1,2,1,2,1,1,2,1,2,2,4,2,1,1,4,2
"27",1,2,1,1,3,4,2,2,1,4,1,2,4,2,3,2,3
"28",1,3,2,4,4,4,3,3,2,1,3,4,3,3,4,4,3
"29",4,2,3,1,1,3,3,1,1,1,2,3,3,3,4,2,1
"30",3,3,1,1,3,2,4,3,3,4,4,3,1,3,1,4,1
"31",4,1,3,4,3,3,4,2,2,3,1,2,1,4,2,4,3
"32",1,2,1,4,2,3,4,1,4,2,4,1,3,4,1,2,2
