"","V1","V2","V3","V4","V5"
"1",4,3,3,4,3
"2",2,4,3,2,4
"3",1,1,3,4,1
"4",1,4,4,3,3
"5",3,4,4,1,1
"6",1,3,3,1,4
"7",1,2,1,4,3
"8",3,4,2,4,4
"9",2,2,2,4,2
"10",4,1,2,2,1
"11",1,2,2,3,4
"12",2,3,1,1,2
"13",4,4,1,4,2
"14",4,2,3,1,1
"15",3,1,3,3,3
"16",2,3,2,3,1
"17",1,1,2,1,2
"18",3,3,4,4,1
"19",4,2,4,2,4
"20",1,4,1,2,1
"21",1,3,4,2,2
"22",3,3,2,2,3
"23",4,1,4,3,2
"24",2,2,4,1,3
"25",2,1,1,2,3
"26",2,4,3,3,2
"27",3,2,3,2,2
"28",2,1,4,4,4
"29",3,1,1,1,4
"30",4,3,1,3,4
"31",3,2,1,3,1
"32",4,4,2,1,3
