"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,4,4,3,3,1,2,3,2,3,1,2,4,4
"2",4,3,4,3,2,2,2,1,4,4,4,1,1,3
"3",1,3,3,1,3,3,4,4,4,4,1,3,1,2
"4",2,4,4,3,4,2,4,2,2,1,3,3,1,1
"5",1,3,2,1,4,4,2,2,2,4,3,1,4,3
"6",3,2,1,4,1,4,2,2,1,2,1,3,1,4
"7",1,4,3,3,1,4,2,4,3,2,4,4,3,4
"8",1,1,4,4,2,3,1,2,1,3,1,1,3,2
"9",2,2,2,3,2,4,1,4,3,1,2,1,1,3
"10",3,2,3,4,4,2,1,3,1,4,3,4,4,1
"11",1,2,2,2,2,1,3,3,2,3,4,4,1,1
"12",3,4,1,2,4,3,3,3,3,4,1,4,3,3
"13",3,2,3,1,3,1,4,2,1,1,4,2,3,3
"14",3,1,2,2,3,2,4,4,4,2,1,1,4,4
"15",3,4,3,4,3,4,3,1,3,3,2,1,2,1
"16",4,1,1,3,3,4,4,1,2,3,4,4,4,2
"17",2,3,1,4,4,1,3,4,1,2,4,1,2,2
"18",4,2,4,1,4,3,1,4,3,3,4,3,2,4
"19",4,3,3,4,2,3,3,4,2,1,3,3,4,3
"20",4,4,2,4,2,1,4,2,4,4,2,4,2,4
"21",2,1,4,2,3,4,2,3,4,1,3,4,2,2
"22",2,4,1,1,2,3,1,2,4,2,4,2,4,1
"23",4,4,2,1,1,2,1,3,2,1,1,1,2,2
"24",3,1,1,1,2,1,2,4,2,4,2,3,3,1
"25",1,1,1,4,1,2,4,3,3,3,3,2,2,3
"26",1,2,2,3,4,3,3,1,4,1,1,2,3,1
"27",4,3,4,2,1,4,4,3,1,2,2,2,3,1
"28",4,1,3,2,4,1,2,2,3,2,2,2,1,2
"29",1,3,1,2,3,2,1,1,1,1,2,3,2,4
"30",2,1,3,2,1,3,3,1,1,4,3,2,1,4
"31",2,2,4,1,1,2,3,1,3,2,2,4,4,3
"32",3,3,2,3,1,1,1,1,4,3,3,3,3,2
