"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,2,4,1,1,3,1,4,2,1,4,1,3,3,1,2,3,3,2
"2",2,2,4,4,2,4,1,2,3,3,3,4,4,4,2,1,2,1,1
"3",3,2,4,2,2,4,2,4,1,4,2,3,2,1,1,2,1,2,4
"4",4,3,3,3,4,4,1,1,4,3,3,2,2,1,2,4,4,3,2
"5",4,4,2,3,3,2,1,3,2,4,4,4,2,3,1,1,4,1,3
"6",1,1,3,2,3,4,4,2,3,1,1,3,2,3,2,1,3,4,4
"7",3,1,4,3,2,1,4,1,3,2,2,1,2,4,4,2,4,3,3
"8",4,2,2,1,2,1,3,3,4,1,2,3,1,1,3,1,3,2,1
"9",2,4,2,4,3,3,4,3,4,4,1,1,1,3,2,2,1,3,2
"10",4,2,2,2,3,2,1,1,2,1,1,1,4,4,3,4,1,2,4
"11",2,4,4,3,2,2,2,1,1,2,4,1,2,1,3,1,2,4,1
"12",2,4,3,4,4,1,2,4,2,1,3,2,1,4,1,3,3,2,4
"13",1,1,1,1,4,2,2,2,4,3,2,1,2,4,1,3,2,1,2
"14",3,3,1,4,4,2,1,4,3,1,1,3,3,1,4,2,2,4,3
"15",2,2,2,3,4,1,3,1,4,2,4,3,4,2,1,2,1,4,2
"16",4,4,1,2,2,4,4,4,4,1,3,1,3,2,3,3,2,1,3
"17",4,3,1,4,1,2,4,2,1,3,2,2,4,2,1,1,3,3,4
"18",3,1,1,1,2,1,1,3,1,2,3,2,1,3,2,4,1,4,3
"19",3,4,3,1,1,3,2,2,4,4,4,3,4,4,3,3,3,4,3
"20",4,1,2,2,4,3,3,4,1,3,3,4,3,4,4,1,2,3,2
"21",2,1,2,4,1,3,3,3,3,3,4,1,3,1,2,4,4,1,4
"22",3,4,3,1,3,3,4,3,2,2,2,4,4,1,1,4,2,3,1
"23",1,2,3,4,3,1,4,2,1,4,3,4,3,1,3,3,1,2,3
"24",1,4,3,2,1,1,1,3,3,3,1,2,3,2,4,1,1,2,2
"25",3,2,4,2,4,2,4,2,3,4,4,2,1,2,4,4,3,1,1
"26",2,3,4,1,4,4,3,3,1,2,1,2,4,3,3,2,4,1,3
"27",1,3,1,1,3,3,2,1,3,2,3,4,1,2,4,2,4,2,4
"28",2,3,1,2,2,1,3,1,2,4,1,3,3,4,2,4,4,3,1
"29",4,3,1,4,1,4,3,2,2,2,4,3,2,3,4,3,1,2,1
"30",1,1,2,3,3,4,2,4,2,4,2,2,4,2,4,3,4,4,1
"31",1,3,4,3,1,2,3,4,4,3,2,4,1,3,3,4,2,4,4
"32",3,1,3,3,1,3,2,1,1,1,1,4,1,2,2,3,3,1,2
