"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,4,2,1,2,3,3
"2",2,2,1,3,2,3,4,2
"3",1,1,3,2,3,1,4,2
"4",4,2,1,1,1,2,4,4
"5",3,3,2,1,4,1,4,3
"6",1,4,4,3,2,1,3,4
"7",1,2,4,2,4,4,1,1
"8",1,4,2,1,1,4,3,2
"9",3,1,2,4,2,4,3,4
"10",2,3,4,4,3,4,4,4
"11",4,2,2,4,4,2,2,2
"12",1,3,1,4,4,3,3,1
"13",3,4,3,3,4,2,2,4
"14",3,4,1,2,3,4,2,2
"15",4,1,3,3,4,4,4,3
"16",3,1,1,3,1,4,1,1
"17",1,3,1,2,2,2,1,3
"18",1,1,2,1,3,2,2,4
"19",2,4,3,4,1,2,4,1
"20",4,1,4,1,2,1,2,1
"21",4,3,4,3,3,2,3,2
"22",3,2,3,4,2,1,1,2
"23",2,2,1,2,4,1,3,4
"24",2,3,2,3,1,1,2,1
"25",2,4,4,1,4,3,1,2
"26",2,3,3,1,2,4,2,3
"27",4,4,1,4,3,1,1,3
"28",1,2,4,4,1,3,2,3
"29",2,1,2,3,3,3,1,3
"30",4,4,2,2,2,3,4,1
"31",3,2,3,1,3,3,3,1
"32",4,3,3,2,1,3,1,4
