"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,1,2,1,1,3,3,1,1
"2",1,1,4,1,2,4,4,4,3
"3",4,2,4,2,1,4,2,1,4
"4",2,4,4,2,3,2,1,2,3
"5",3,4,2,4,4,4,1,2,1
"6",2,2,3,1,4,4,3,2,2
"7",4,3,1,4,4,1,3,1,3
"8",1,3,2,4,2,4,2,2,3
"9",2,4,2,2,2,2,4,1,1
"10",4,1,2,2,3,4,1,3,2
"11",4,3,4,1,3,1,4,2,1
"12",3,4,1,3,3,4,4,4,4
"13",1,4,3,4,1,2,3,3,4
"14",4,1,4,4,4,2,2,4,1
"15",3,1,1,2,2,2,3,2,4
"16",1,3,4,3,4,3,1,1,4
"17",2,1,3,4,3,3,4,1,4
"18",2,2,1,4,1,3,1,4,2
"19",1,3,2,2,4,2,4,4,2
"20",2,2,2,1,3,1,2,4,4
"21",2,3,4,3,1,4,3,3,1
"22",1,2,1,2,3,3,2,3,1
"23",3,2,3,3,3,2,2,1,2
"24",4,2,2,3,1,3,4,2,3
"25",1,4,1,1,1,1,2,1,2
"26",4,4,3,3,2,3,3,4,2
"27",4,3,1,1,2,2,1,3,4
"28",3,4,3,1,4,3,2,3,3
"29",2,1,1,3,4,1,3,3,3
"30",3,2,4,4,2,1,4,3,2
"31",3,3,3,2,1,1,1,4,3
"32",1,1,3,3,2,1,1,2,1
