"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,4,2,1,3,3,2,3,2
"2",4,2,4,3,2,2,2,3,4,3
"3",1,1,2,3,2,2,3,3,2,4
"4",3,2,3,1,1,2,2,2,2,1
"5",4,4,3,3,2,3,1,4,2,2
"6",4,2,4,4,4,4,3,1,3,4
"7",1,3,3,4,3,4,4,2,2,3
"8",3,1,1,4,4,2,2,4,2,3
"9",2,4,1,3,1,4,3,4,1,4
"10",1,4,4,2,2,2,4,1,1,1
"11",2,3,3,1,4,2,1,1,3,4
"12",2,4,4,1,3,1,2,3,2,4
"13",4,1,2,1,3,1,4,4,1,2
"14",1,2,1,1,2,3,2,1,1,3
"15",4,3,2,2,1,1,3,1,2,3
"16",3,3,4,3,4,1,1,2,1,2
"17",4,3,1,4,1,3,4,3,3,1
"18",1,2,1,3,4,1,4,2,3,2
"19",3,4,2,3,3,4,2,1,3,1
"20",3,3,1,1,2,4,3,2,4,2
"21",3,2,3,2,2,1,4,4,3,4
"22",2,1,3,3,3,3,4,1,4,3
"23",2,3,4,4,3,2,3,4,1,1
"24",4,4,1,2,3,2,1,2,4,4
"25",3,2,2,4,1,3,1,2,1,4
"26",1,4,3,4,1,1,2,3,4,2
"27",1,1,4,1,1,4,1,4,3,3
"28",2,2,1,2,3,4,1,3,2,2
"29",2,1,2,4,2,1,1,1,4,1
"30",3,4,2,1,4,3,4,3,4,3
"31",1,3,2,2,4,3,2,4,4,1
"32",4,1,3,2,4,4,3,3,1,1
