"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,16,10,11,28,1,13,28,10,9,17,15,28,1,1,14,14,28,13
"2",4,8,27,28,17,6,22,9,24,12,19,19,19,11,8,2,17,17,27
"3",10,3,19,18,27,2,14,3,18,14,10,20,2,24,19,27,22,14,4
"4",23,24,6,6,24,4,21,14,4,18,20,23,18,20,22,8,12,7,5
"5",3,11,2,5,22,20,17,1,11,10,8,1,7,18,15,12,7,9,26
"6",19,19,14,8,18,10,1,26,28,17,1,17,4,21,10,7,28,15,24
"7",9,17,12,26,16,9,12,7,2,24,2,18,11,5,26,19,3,2,17
"8",11,2,17,9,8,13,4,11,5,2,27,25,6,16,7,10,4,18,9
"9",17,5,7,23,4,11,20,15,3,15,3,2,21,19,9,23,25,25,11
"10",20,6,11,1,15,28,11,8,22,8,16,9,12,28,27,3,15,26,10
"11",12,26,18,19,25,26,23,19,6,27,11,10,3,12,6,4,9,22,15
"12",24,23,24,14,26,17,5,10,8,3,6,5,20,10,25,16,21,19,22
"13",6,13,28,2,13,27,2,22,1,16,15,12,17,7,12,25,19,8,3
"14",16,25,26,3,5,5,18,18,20,7,12,24,8,6,17,22,8,24,20
"15",28,15,9,15,6,15,28,27,7,11,25,14,1,14,28,28,16,12,28
"16",2,21,25,22,3,16,7,17,26,19,21,3,5,22,23,15,13,6,12
"17",25,18,21,25,10,19,16,2,12,20,23,16,10,3,16,9,27,27,2
"18",21,9,4,21,23,25,10,16,21,5,22,22,9,8,5,20,24,5,16
"19",13,28,1,27,12,14,8,21,19,1,5,13,26,15,18,1,10,13,1
"20",8,27,5,10,11,8,9,5,15,25,24,11,15,27,4,21,20,21,23
"21",15,22,13,13,19,22,27,6,27,13,26,4,22,4,11,26,2,16,8
"22",7,20,15,16,2,24,26,12,9,6,13,28,24,25,14,6,23,3,19
"23",5,7,3,12,9,18,25,24,25,23,7,27,14,9,24,13,18,20,7
"24",26,4,8,17,1,3,3,13,17,22,14,6,16,2,13,5,6,10,21
"25",18,10,16,24,21,21,6,23,13,21,18,26,23,23,20,24,5,23,25
"26",14,1,20,4,20,12,19,20,16,26,28,7,25,13,21,11,26,1,18
"27",22,12,22,20,14,7,24,25,14,4,9,8,13,26,3,17,1,4,6
"28",27,14,23,7,7,23,15,4,23,28,4,21,27,17,2,18,11,11,14
