"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",14,14,8,19,7,14,11,19,14,2,1,7,8,11,14,14,19
"2",13,1,12,18,5,6,1,1,1,17,9,6,11,10,13,7,6
"3",1,4,7,12,11,18,7,7,8,4,4,9,18,1,8,13,2
"4",16,19,6,8,18,1,13,8,4,8,2,10,17,14,11,1,9
"5",5,8,2,2,6,3,8,10,5,3,15,4,10,17,2,10,17
"6",3,17,18,15,2,5,17,15,10,11,10,11,14,15,5,18,5
"7",4,12,13,16,12,4,12,5,9,6,13,13,2,2,18,5,18
"8",19,10,1,11,10,8,4,9,12,10,11,19,1,18,17,19,1
"9",8,15,16,10,9,19,10,6,19,16,14,3,19,19,16,9,13
"10",6,3,10,5,17,7,18,4,15,18,5,8,5,13,9,17,14
"11",18,11,9,7,3,17,16,3,3,12,12,17,12,4,7,15,16
"12",11,9,19,3,19,10,6,18,6,9,8,1,13,3,19,16,11
"13",7,13,3,13,16,15,15,17,2,14,17,5,4,8,10,8,3
"14",9,7,17,14,13,16,5,13,7,13,3,16,6,16,4,2,15
"15",17,6,14,9,4,9,14,11,18,7,6,2,3,7,1,6,4
"16",2,16,4,4,1,11,3,12,16,19,7,14,9,5,12,4,10
"17",10,2,11,1,8,13,19,14,11,5,19,18,16,12,15,3,8
"18",15,5,5,17,14,2,9,16,17,15,16,15,15,6,6,11,12
"19",12,18,15,6,15,12,2,2,13,1,18,12,7,9,3,12,7
