"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,24,8,15,22,12,24,19,11,3,9,19,25
"2",16,25,21,11,3,5,5,10,14,24,17,20,2
"3",20,2,6,5,17,9,16,2,5,13,18,22,22
"4",5,14,19,22,15,3,6,8,9,6,24,7,23
"5",8,6,11,10,19,4,26,5,26,16,11,11,3
"6",13,5,25,27,21,26,2,15,7,11,12,21,16
"7",10,3,24,19,11,6,19,25,20,23,7,15,21
"8",25,12,26,24,27,13,21,3,13,20,15,3,12
"9",1,4,7,8,8,15,8,16,15,27,23,2,15
"10",6,20,15,20,1,25,18,4,18,17,27,18,18
"11",27,21,23,9,7,16,10,6,3,2,10,14,19
"12",26,10,2,13,23,7,4,20,19,8,26,16,10
"13",19,1,14,18,14,24,11,27,12,1,19,9,1
"14",14,11,13,2,2,11,1,21,8,18,4,10,27
"15",4,9,17,14,24,20,12,7,2,26,2,17,8
"16",18,23,5,26,20,17,13,11,24,25,21,12,26
"17",23,22,18,21,16,10,9,22,27,15,5,23,7
"18",12,26,22,6,18,19,23,24,6,14,25,8,9
"19",15,7,4,23,6,18,22,9,16,5,3,25,11
"20",9,16,10,7,26,23,7,26,21,19,14,26,20
"21",3,13,27,1,10,14,15,12,23,4,20,24,6
"22",11,27,9,16,12,21,3,1,22,9,6,5,13
"23",24,17,1,3,13,27,20,13,10,22,8,13,4
"24",21,15,12,17,9,2,27,17,1,21,22,27,14
"25",22,8,20,12,4,22,25,18,25,10,16,6,24
"26",7,18,3,25,5,8,14,23,4,12,13,4,5
"27",17,19,16,4,25,1,17,14,17,7,1,1,17
