"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",1,16,7,17,28,25,15,3,15,10,22,4,27,29,2,15,10,17,10,29,21
"2",16,22,1,9,2,11,13,27,14,22,17,9,20,22,6,2,25,21,29,3,16
"3",12,3,29,20,20,19,24,26,9,28,26,17,29,6,5,8,11,14,16,17,6
"4",7,25,21,19,7,7,9,23,21,20,10,24,24,27,12,19,17,2,9,24,5
"5",9,27,14,23,25,14,28,12,26,21,9,15,6,10,13,1,9,22,24,25,28
"6",18,11,28,28,3,24,20,14,23,11,2,29,18,19,3,23,6,25,20,15,17
"7",2,13,27,11,26,16,11,24,22,24,1,10,16,7,28,17,20,26,1,7,15
"8",29,15,12,2,29,3,26,13,28,16,13,22,11,17,4,12,24,12,11,4,1
"9",15,2,6,21,6,4,12,2,10,27,11,23,1,14,27,13,13,29,14,28,14
"10",11,12,10,24,27,10,7,15,2,15,23,21,23,12,24,25,7,3,28,2,12
"11",27,6,5,18,24,20,1,25,12,2,4,18,7,28,14,16,15,20,23,9,7
"12",28,14,17,8,4,17,10,28,1,12,21,20,10,11,15,10,5,7,2,27,29
"13",21,21,25,4,22,5,21,22,7,13,5,3,22,18,21,27,14,15,21,26,25
"14",17,23,22,16,1,29,25,17,16,6,15,2,2,1,25,14,12,1,15,1,11
"15",5,26,18,7,14,13,22,9,5,4,18,27,17,25,22,9,2,27,12,8,8
"16",22,4,23,22,10,8,5,10,27,7,24,7,25,16,16,11,16,23,7,5,26
"17",14,28,20,5,21,28,4,16,11,14,25,16,3,15,7,24,27,28,4,22,10
"18",13,7,16,29,18,2,29,29,17,3,20,11,13,24,29,21,29,9,13,20,18
"19",10,20,4,3,5,18,6,8,25,1,14,19,28,9,23,29,23,13,17,18,19
"20",25,10,13,12,9,23,27,4,3,19,19,8,21,8,17,20,22,24,25,23,2
"21",26,29,19,15,16,1,2,1,13,29,16,12,14,5,1,22,3,10,18,10,20
"22",24,24,9,27,17,26,16,19,8,17,8,25,26,4,19,6,28,19,8,11,22
"23",19,9,2,10,19,9,17,7,19,5,3,13,19,2,11,3,8,4,3,21,9
"24",6,1,15,1,15,27,3,18,29,18,12,1,15,21,18,7,1,8,27,19,13
"25",4,17,26,26,12,12,8,5,4,9,6,5,8,13,9,5,26,11,19,13,3
"26",20,18,24,13,23,21,14,6,20,23,27,28,9,26,26,4,21,5,22,16,23
"27",23,19,3,25,13,15,18,21,24,25,28,6,5,20,20,28,4,16,6,14,4
"28",8,5,8,14,8,22,23,11,6,26,7,14,12,23,10,26,19,6,5,6,27
"29",3,8,11,6,11,6,19,20,18,8,29,26,4,3,8,18,18,18,26,12,24
