"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",21,26,7,5,23,23,25,25,3,18,10,5,4,9,18,17,22,19,13,20,23,24
"2",14,18,3,19,7,5,23,21,26,17,4,12,25,17,19,5,10,24,3,8,27,6
"3",19,9,10,10,21,18,26,7,20,26,16,17,23,19,13,2,26,29,26,10,5,29
"4",25,2,12,26,16,10,12,27,13,3,3,20,21,15,28,26,25,17,12,2,14,27
"5",29,27,11,29,12,13,14,11,10,27,13,1,22,6,24,7,8,12,29,27,18,14
"6",6,29,9,7,18,15,2,16,11,5,26,9,29,13,5,15,1,28,15,1,20,11
"7",17,22,6,14,14,24,5,4,19,16,28,18,18,21,27,27,23,6,19,24,28,3
"8",11,19,1,3,6,27,15,12,6,7,1,26,11,29,11,10,19,16,28,5,13,12
"9",3,17,8,11,3,2,19,26,17,22,24,29,16,26,23,16,5,11,14,19,2,25
"10",12,23,23,2,15,3,13,1,28,21,2,6,27,12,3,23,20,14,17,17,4,18
"11",4,24,15,16,17,28,21,10,29,2,14,16,1,10,29,3,2,2,11,14,8,17
"12",1,8,19,15,28,1,6,5,4,8,5,14,12,18,21,14,11,23,25,22,26,21
"13",2,28,26,28,9,17,10,14,23,25,12,25,6,24,15,19,27,27,10,15,22,8
"14",18,21,21,24,10,8,3,20,2,20,19,15,2,23,4,1,14,4,18,7,17,28
"15",7,15,2,18,29,6,16,13,8,28,29,11,9,1,14,29,29,9,4,12,12,16
"16",13,7,17,25,1,22,1,2,16,15,23,2,10,11,20,12,21,20,2,4,1,13
"17",28,5,5,9,11,14,17,9,24,9,20,7,3,25,7,25,9,25,7,26,15,19
"18",8,4,29,8,13,12,29,18,12,13,7,8,8,22,26,6,24,8,16,29,9,9
"19",26,16,20,4,27,11,7,23,27,14,25,23,7,4,25,11,13,22,23,11,11,5
"20",9,10,4,21,24,19,4,17,25,12,11,28,20,5,2,8,17,7,8,28,16,23
"21",24,25,22,23,22,4,24,8,9,4,22,22,17,20,10,9,18,18,5,23,7,7
"22",5,3,16,17,8,21,22,24,1,23,18,21,26,8,6,24,15,21,20,25,10,4
"23",23,14,28,6,5,16,20,6,7,10,17,24,28,3,22,18,16,5,6,9,25,22
"24",10,13,24,27,25,26,27,22,22,6,27,3,24,28,17,22,12,15,21,13,19,20
"25",20,20,27,20,4,25,8,19,15,11,8,13,15,2,12,28,3,26,24,21,6,26
"26",15,6,13,22,20,9,28,3,18,19,9,27,5,7,9,21,4,10,22,3,24,10
"27",22,11,14,13,2,7,18,29,21,1,15,4,14,14,1,13,28,1,27,16,21,1
"28",16,1,25,1,19,29,11,28,14,29,21,19,13,16,8,4,7,13,1,18,29,15
"29",27,12,18,12,26,20,9,15,5,24,6,10,19,27,16,20,6,3,9,6,3,2
