"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",20,9,2,8,19,8,11,24
"2",27,19,21,2,15,14,9,21
"3",14,27,27,10,1,11,13,19
"4",26,23,10,21,9,6,22,17
"5",15,4,6,24,14,24,25,20
"6",8,20,7,14,6,3,3,22
"7",9,5,20,4,22,5,21,16
"8",18,3,25,22,10,4,8,11
"9",6,2,5,11,26,17,10,8
"10",13,21,26,16,20,18,24,2
"11",10,18,19,26,7,27,12,7
"12",11,7,9,18,16,1,14,1
"13",22,17,16,12,27,2,26,13
"14",25,8,23,9,12,23,19,6
"15",19,25,8,5,23,26,15,10
"16",7,14,22,27,24,9,16,23
"17",1,10,14,19,3,13,27,9
"18",24,12,12,25,21,12,2,4
"19",16,13,4,3,5,10,20,3
"20",2,11,24,13,18,25,4,18
"21",4,24,17,7,13,7,6,5
"22",23,15,3,17,2,22,7,12
"23",5,16,11,6,11,21,23,26
"24",21,1,18,15,4,16,17,27
"25",12,6,13,1,8,19,1,15
"26",3,26,1,23,17,15,18,14
"27",17,22,15,20,25,20,5,25
