"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",24,2,2,16,10,11,13,9,1,8,4,8,3,10,21,10
"2",8,24,24,14,1,12,8,8,2,15,24,15,12,11,2,5
"3",9,4,17,23,16,19,16,12,12,20,21,20,7,4,22,20
"4",2,17,11,6,15,7,4,11,3,21,11,4,20,9,19,21
"5",4,10,5,20,23,4,23,23,6,14,14,14,11,6,15,4
"6",14,7,22,8,6,24,10,16,15,13,1,12,24,7,20,1
"7",1,8,1,12,14,20,12,10,24,10,16,21,17,24,6,6
"8",11,23,4,15,11,8,20,13,17,1,5,17,22,5,8,22
"9",18,13,3,11,2,16,5,24,19,17,12,16,10,19,23,24
"10",7,5,14,4,3,3,17,4,8,7,7,22,13,20,17,16
"11",21,12,19,2,22,17,2,5,9,4,13,18,18,3,14,9
"12",16,15,6,18,7,23,22,2,7,22,20,11,23,17,11,14
"13",23,18,12,3,9,9,21,14,22,19,18,24,6,12,16,3
"14",19,9,23,9,13,13,24,15,5,3,15,3,8,21,7,23
"15",13,14,18,17,12,6,1,17,10,23,2,19,1,23,9,7
"16",17,22,15,13,21,1,15,18,13,9,23,7,21,22,24,11
"17",15,6,7,7,20,5,6,3,18,12,22,13,4,8,3,19
"18",22,19,13,22,19,22,9,20,4,11,6,23,14,13,4,18
"19",12,1,9,1,18,15,18,22,14,24,8,6,16,15,1,8
"20",3,21,21,10,24,18,19,6,20,16,3,10,5,16,13,15
"21",20,11,16,21,5,2,14,7,23,18,10,1,15,2,5,13
"22",5,3,20,19,8,10,3,21,21,5,19,9,19,14,12,17
"23",10,16,10,24,17,14,7,1,16,2,9,2,9,18,18,2
"24",6,20,8,5,4,21,11,19,11,6,17,5,2,1,10,12
